time,w
13:17:51:861265,2.21064
13:17:52:163110,2.21064
13:17:52:366463,2.21517
13:17:52:639715,2.21517
13:17:52:919513,2.2246
13:17:53:169039,2.2246
13:17:53:453403,2.2197
13:17:53:738703,2.2197
13:17:54:014527,2.2197
13:17:54:258445,2.2197
13:17:54:541403,2.2197
13:17:54:810993,2.2197
13:17:55:111856,2.2246
13:17:55:348700,2.2246
13:17:55:664504,2.2197
13:17:55:886640,2.2197
13:17:56:208735,2.2197
13:17:56:435498,2.2197
13:17:56:694604,2.2197
13:17:56:990390,2.2197
13:17:57:309415,2.2197
13:17:57:523068,2.2197
13:17:57:780125,2.2246
13:17:58:062087,2.2246
13:17:58:327169,2.2246
13:17:58:599112,2.2246
13:17:58:865941,2.2197
13:17:59:167708,2.2197
13:17:59:402228,2.2246
13:17:59:687403,2.2246
13:17:59:946737,2.2197
