time,w
02:22:00:984880,1.3216500000000002
02:22:01:293583,1.3216500000000002
02:22:01:522228,1.27968
02:22:01:794204,1.27968
02:22:02:059229,1.17552
02:22:02:325237,1.17552
02:22:02:605773,1.44045
02:22:02:878217,1.44045
02:22:03:146075,1.3860000000000001
02:22:03:423076,1.3860000000000001
02:22:03:697457,0.54391
02:22:03:952585,0.54391
02:22:04:236369,0.6723000000000001
02:22:04:503502,0.6723000000000001
02:22:04:794518,0.6772800000000001
02:22:05:048435,0.6772800000000001
02:22:05:325878,0.47904
02:22:05:586497,0.47904
02:22:05:856840,1.2152
02:22:06:133728,1.2152
02:22:06:438564,1.26976
02:22:06:671430,1.26976
02:22:06:936607,0.47904
02:22:07:218939,0.47904
02:22:07:487585,0.49401000000000006
02:22:07:762317,0.49401000000000006
02:22:08:022502,0.47904
02:22:08:298697,0.47904
02:22:08:568455,0.48403
02:22:08:847299,0.48403
