time,w
13:18:50:209182,2.21517
13:18:50:452053,2.21552
13:18:50:723687,2.21552
13:18:50:992827,2.2197
13:18:51:303198,2.2197
13:18:51:527648,2.2246
13:18:51:807668,2.2246
13:18:52:077991,2.2197
13:18:52:334194,2.2197
13:18:52:615058,2.2246
13:18:52:885072,2.2246
13:18:53:157699,2.2197
13:18:53:430894,2.2197
13:18:53:698252,2.2197
13:18:53:965435,2.2197
13:18:54:274967,2.22914
13:18:54:545296,2.22914
13:18:54:775036,2.2197
13:18:55:062635,2.2197
13:18:55:357605,2.2197
13:18:55:596433,2.2197
13:18:55:869775,2.2197
13:18:56:147558,2.2197
13:18:56:479861,2.22914
13:18:56:678937,2.22914
13:18:56:952286,2.2197
13:18:57:240310,2.2197
13:18:57:482675,2.22423
13:18:57:761117,2.22423
13:18:58:033590,2.2246
