time,w
13:19:28:846396,2.21517
13:19:29:107004,2.21517
13:19:29:353912,2.2197
13:19:29:611957,2.2197
13:19:29:928466,2.2246
13:19:30:157600,2.2246
13:19:30:432369,2.2197
13:19:30:692654,2.2197
13:19:31:042419,2.2197
13:19:31:233547,2.2197
13:19:31:518217,2.2197
13:19:31:775466,2.2197
13:19:32:090541,2.2246
13:19:32:327292,2.2246
13:19:32:601010,2.2197
13:19:32:862790,2.2197
13:19:33:144891,2.2246
13:19:33:410788,2.2246
13:19:33:677422,2.2197
13:19:33:967116,2.2197
13:19:34:226417,2.2197
13:19:34:498996,2.2197
13:19:34:759835,2.2197
13:19:35:068218,2.2197
13:19:35:302971,2.2197
13:19:35:572507,2.2197
13:19:35:843813,2.2197
13:19:36:162278,2.2197
13:19:36:388932,2.2197
13:19:36:663533,2.2197
