time,w
13:17:43:983985,2.22914
13:17:44:257870,2.2197
13:17:44:515814,2.2197
13:17:44:845298,2.2197
13:17:45:070160,2.2197
13:17:45:341129,2.21517
13:17:45:608995,2.21517
13:17:45:926064,2.21517
13:17:46:144229,2.21517
13:17:46:419389,2.2197
13:17:46:709935,2.2197
13:17:46:989548,2.2197
13:17:47:239362,2.2197
13:17:47:500653,2.2197
13:17:47:772479,2.2197
13:17:48:098244,2.2246
13:17:48:316373,2.2246
13:17:48:620014,2.2197
13:17:48:856756,2.2197
13:17:49:120729,2.2246
13:17:49:392936,2.2246
13:17:49:667675,2.2197
13:17:49:974394,2.2197
13:17:50:217125,2.2246
