time,w
13:24:18:851712,2.2246
13:24:19:156874,2.2246
13:24:19:394938,2.2197
13:24:19:669702,2.2197
13:24:19:939447,2.22423
13:24:20:223333,2.22423
13:24:20:470553,2.22423
13:24:20:751482,2.22423
13:24:21:037901,2.22914
13:24:21:311255,2.22914
13:24:21:567782,2.22423
13:24:21:829177,2.22423
13:24:22:104441,2.22914
13:24:22:417629,2.22914
13:24:22:635195,2.22423
13:24:22:915812,2.22423
13:24:23:196761,2.22914
13:24:23:472365,2.22914
13:24:23:717687,2.22914
13:24:24:001796,2.22914
13:24:24:301198,2.22914
13:24:24:538780,2.22914
13:24:24:811241,2.22914
13:24:25:073871,2.22914
13:24:25:391972,2.22914
13:24:25:626477,2.22914
13:24:25:882636,2.22914
13:24:26:158983,2.22914
13:24:26:463152,2.22914
13:24:26:700709,2.22914
