,time,VSZ,RSS
0,17:38:19:053028,,
1,17:38:19:232744,0.00020372849606031807,0.0
2,17:38:19:343949,0.0,0.0
3,17:38:19:551918,0.0038118566995828385,-0.0002672764529444427
4,17:38:19:717334,0.007860922545009918,-0.0008614543726235269
5,17:38:19:885653,0.006960295982533893,0.0030920172439423688
6,17:38:20:012986,-0.0002648545766611443,-0.012241026705000158
7,17:38:20:127462,0.00763087152448616,0.003930864790253841
8,17:38:20:277261,0.005642436068286516,0.005081148937442048
9,17:38:20:438306,0.01770637357680016,0.004014631100008881
10,17:38:20:621544,0.013504596398438373,0.03252177003732015
11,17:38:20:791893,0.00021122630537862008,0.0
12,17:38:20:965150,0.011326792497832194,0.003471026965002899
13,17:38:21:057238,0.0009163358358554863,0.0
14,17:38:21:194020,0.0,0.0
15,17:38:21:348755,0.001848174774009781,-8.576084159972464e-05
16,17:38:21:526435,-0.013256341533923632,-0.0035164960832523295
17,17:38:21:612346,-0.0001588992256145172,-0.0016640367235690734
18,17:38:21:770205,6.952945938354382e-05,0.0021840963301433813
19,17:38:21:937472,0.0003525891715396856,-0.0003441057551687443
20,17:38:22:096206,0.0,0.0
21,17:38:22:193503,0.0,0.0
22,17:38:22:348398,-0.0006627332908059058,-0.0062247210349674065
23,17:38:22:443792,0.00025583070465207136,-2.8865027133173626e-05
24,17:38:22:613339,0.0002210010603085344,0.0015298905983893718
25,17:38:22:796182,-0.014175699226915417,-0.01256629006225507
26,17:38:22:987772,0.01337221601039551,0.00744308231173374
27,17:38:23:173280,-0.018680324650473867,0.005012313486889797
28,17:38:23:337474,-0.0005368651632753352,-0.000893680811808073
29,17:38:23:516840,0.0004966136523147924,0.0007502091929481036
30,17:38:23:684097,0.0,-0.0005189862468644169
31,17:38:23:820428,0.0,0.0
32,17:38:23:963372,0.0,0.0
33,17:38:24:099656,0.0035657395237407297,-0.0004615606519544624
34,17:38:24:218839,0.00038609356586438714,0.00378077289387857
35,17:38:24:350918,-0.0003279267462099611,0.0005462909718227937
36,17:38:24:475534,0.0013676507696189777,-0.00034483749533031904
37,17:38:24:612502,0.0,0.0
38,17:38:24:756599,0.0,0.0003162100784774857
39,17:38:24:892084,0.0,0.0
40,17:38:25:039550,0.0,0.0
41,17:38:25:179594,0.0,0.0
42,17:38:25:301193,-0.007055704789311612,0.0
43,17:38:25:454467,-0.0056846732074246065,0.0
44,17:38:25:594450,0.0,0.0
45,17:38:25:728897,-0.004042858382550363,-0.03255934249094772
46,17:38:25:865555,0.0,0.0
47,17:38:25:992071,0.0,0.0
48,17:38:26:141316,0.0,0.0
49,17:38:26:264366,-0.002772809045200386,0.0
50,17:38:26:404234,0.0,0.0
51,17:38:26:502276,-0.0005704946342667272,0.0
52,17:38:26:654872,0.0,0.0
53,17:38:26:797499,0.0,0.0
54,17:38:26:934736,-0.004258010768447562,-2.9704440813849153e-05
55,17:38:27:074143,0.0,0.0
56,17:38:27:200806,0.0,-0.00014852661596953531
57,17:38:27:339911,0.0,0.0
58,17:38:27:428143,0.0,0.0
59,17:38:27:567815,0.0,0.0
60,17:38:27:706554,0.0,0.0
61,17:38:27:842041,0.0,0.0
62,17:38:27:966721,0.0,0.0
63,17:38:28:106563,0.0,0.0
64,17:38:28:245885,0.0,0.0
65,17:38:28:379462,0.0,0.0
66,17:38:28:502020,-0.014042318041202484,0.0022876496627945997
67,17:38:28:646786,-0.0005211879943428643,-0.0005928385107896172
68,17:38:28:778590,0.006249656072385923,0.003025269901530514
