time,w
02:48:55:231317,1.4355
02:48:55:500616,1.4355
02:48:55:781147,1.01388
02:48:56:044651,1.01388
02:48:56:313763,1.0287899999999999
02:48:56:592577,1.0287899999999999
02:48:56:882315,1.4355
02:48:57:125295,1.4355
02:48:57:397522,1.3761
02:48:57:673538,1.3761
02:48:57:981208,1.11328
02:48:58:213905,1.11328
02:48:58:480138,0.97412
02:48:58:749367,0.97412
02:48:59:026798,0.55888
02:48:59:300385,0.55888
02:48:59:561733,0.56886
02:48:59:850112,0.56886
02:49:00:110801,0.5389200000000001
02:49:00:387021,0.5389200000000001
02:49:00:646668,1.00394
02:49:00:934606,1.00394
02:49:01:195606,0.5489
02:49:01:471283,0.5489
02:49:01:742871,0.56886
02:49:02:027431,0.56886
02:49:02:285880,0.55888
02:49:02:544370,0.55888
02:49:02:821558,0.56886
02:49:03:120286,0.56886
02:49:03:360817,0.70716
