time,w
12:34:48:962447,2.22876
12:34:49:272899,2.23368
12:34:49:505092,2.23368
12:34:49:774206,2.22384
12:34:50:062708,2.22384
12:34:50:320061,2.22876
12:34:50:594295,2.22876
12:34:50:855833,2.22876
12:34:51:143902,2.22876
12:34:51:399837,2.2332899999999998
12:34:51:662607,2.2332899999999998
12:34:51:935817,2.22876
12:34:52:242536,2.22876
12:34:52:474132,2.22876
12:34:52:752506,2.22876
12:34:53:028103,2.22876
12:34:53:374985,2.22876
12:34:53:561757,2.22876
12:34:53:835007,2.22876
12:34:54:109905,2.22876
12:34:54:438460,2.22876
12:34:54:650481,2.22876
12:34:54:911639,2.22876
12:34:55:239956,2.22876
12:34:55:485795,2.22876
12:34:55:738444,2.22876
12:34:56:010603,2.22876
12:34:56:291396,2.2332899999999998
12:34:56:554294,2.2332899999999998
12:34:56:815557,2.22876
