time,w
02:50:32:066923,1.42065
02:50:32:346293,1.42065
02:50:32:614070,0.91945
02:50:32:879590,0.91945
02:50:33:166686,1.4058
02:50:33:422109,1.4058
02:50:33:690798,1.4355
02:50:33:963899,1.4355
02:50:34:258087,1.32928
02:50:34:510754,1.32928
02:50:34:773607,1.02382
02:50:35:055961,1.02382
02:50:35:338524,0.9045399999999999
02:50:35:594165,0.9045399999999999
02:50:35:863761,0.7918200000000001
02:50:36:138897,0.7918200000000001
02:50:36:474363,0.5838300000000001
02:50:36:670002,0.5838300000000001
02:50:36:949952,0.6972000000000002
02:50:37:222419,0.6972000000000002
02:50:37:491268,0.58882
02:50:37:754892,0.58882
02:50:38:037417,0.56886
02:50:38:315308,0.56886
02:50:38:584986,0.5389200000000001
02:50:38:852399,0.5389200000000001
02:50:39:122734,0.5638700000000001
02:50:39:405469,0.5638700000000001
02:50:39:664951,0.56886
02:50:39:935027,0.56886
