time,w
02:52:47:120876,1.4355
02:52:47:390760,1.4355
02:52:47:682575,0.91448
02:52:47:927923,0.91448
02:52:48:200272,1.44045
02:52:48:471532,1.44045
02:52:48:772762,1.4355
02:52:49:005240,1.4355
02:52:49:286641,1.1679499999999998
02:52:49:557163,1.1679499999999998
02:52:49:866314,1.4157
02:52:50:089595,1.4157
02:52:50:367598,0.53393
02:52:50:637887,0.53393
02:52:50:913014,0.5838300000000001
02:52:51:172939,0.5838300000000001
02:52:51:480889,0.56886
02:52:51:720458,0.56886
02:52:51:994536,0.99897
02:52:52:264365,0.99897
02:52:52:534380,0.6487
02:52:52:804791,0.6487
02:52:53:082124,0.56886
02:52:53:350509,0.56886
02:52:53:621736,0.5489
02:52:53:917294,0.5489
02:52:54:155777,0.7968000000000001
02:52:54:430556,0.7968000000000001
02:52:54:711358,0.5638700000000001
02:52:55:013279,0.5638700000000001
02:52:55:240810,0.55389
