time,w
12:32:03:588612,2.22876
12:32:03:900754,2.22876
12:32:04:131768,2.22876
12:32:04:405179,2.22876
12:32:04:677563,2.23368
12:32:04:947740,2.23368
12:32:05:203827,2.22876
12:32:05:487948,2.22876
12:32:05:772168,2.22876
12:32:06:020505,2.22876
12:32:06:291162,2.22876
12:32:06:559230,2.22876
12:32:06:865205,2.22876
12:32:07:107371,2.22876
12:32:07:380214,2.22384
12:32:07:658417,2.22384
12:32:07:973253,2.22876
12:32:08:206134,2.22876
12:32:08:466970,2.22384
12:32:08:750409,2.22384
12:32:09:046351,2.22876
12:32:09:283796,2.22876
12:32:09:556954,2.22876
12:32:09:828493,2.22876
12:32:10:156985,2.22384
12:32:10:361691,2.22384
12:32:10:638224,2.22876
12:32:10:923075,2.22876
12:32:11:169475,2.22384
12:32:11:443347,2.22384
12:32:11:724180,2.22876
