time[ms],cpu_load,cpu_scaling_freq
0,,1996.0
100,0.9333333333333333,1996.0
200,,
300,,1996.0
400,1.0,1747.0
500,1.0,1996.0
600,,
700,,1996.0
800,0.36363636363636365,1996.0
900,0.5454545454545454,1996.0
1000,0.7272727272727273,1996.0
1100,0.6153846153846154,1996.0
1200,,
1300,,1996.0
1400,0.2727272727272727,1996.0
1500,0.4166666666666667,1996.0
1600,0.25,1996.0
1700,0.09090909090909091,1536.0
1800,0.45454545454545453,1996.0
1900,,
2000,,1603.0
2100,,
2200,,1536.0
2300,0.18181818181818182,825.0
2400,0.15384615384615385,1996.0
2500,0.25,825.0
2600,0.3333333333333333,1996.0
2700,0.3333333333333333,825.0
2800,0.3,1536.0
2900,0.25,1996.0
3000,0.09090909090909091,1996.0
3100,0.3,1996.0
3200,0.2222222222222222,1996.0
3300,,
3400,,1363.0
3500,0.16666666666666666,1996.0
3600,0.2,1747.0
3700,0.2,1843.0
3800,0.1,979.0
3900,0.3,1747.0
4000,0.2727272727272727,1996.0
4100,0.45454545454545453,1996.0
4200,0.1,1132.0
4300,0.25,1996.0
4400,0.18181818181818182,1536.0
4500,0.125,1996.0
4600,0.2,1996.0
4700,0.2857142857142857,1536.0
4800,0.09090909090909091,1996.0
4900,0.18181818181818182,1996.0
5000,0.3,1747.0
5100,0.2727272727272727,1843.0
5200,,
5300,,1996.0
5400,0.3333333333333333,825.0
5500,0.21428571428571427,825.0
5600,0.3,1996.0
5700,0.0,1132.0
5800,0.3333333333333333,1747.0
5900,,
6000,,1996.0
6100,0.3333333333333333,1363.0
6200,0.2,1536.0
6300,0.3,1996.0
6400,0.2727272727272727,1996.0
6500,0.16666666666666666,1996.0
6600,0.25,825.0
6700,0.16666666666666666,1996.0
6800,0.0,1996.0
6900,,
7000,,1363.0
7100,0.16666666666666666,1996.0
7200,0.16666666666666666,1996.0
7300,0.0,1996.0
7400,0.08333333333333333,1747.0
7500,0.3333333333333333,1996.0
7600,0.125,1747.0
7700,0.16666666666666666,1996.0
7800,,
7900,,1996.0
8000,0.05555555555555555,1747.0
