time,w
18:29:50:272300,2.0163699999999998
18:29:50:540090,2.0163699999999998
18:29:50:807619,2.0163699999999998
18:29:51:143622,2.01144
18:29:51:358654,2.01144
18:29:51:621173,2.01144
18:29:51:898643,2.01144
18:29:52:184830,2.01144
18:29:52:439400,2.01144
18:29:52:697494,2.01144
18:29:52:978964,2.01144
18:29:53:284995,2.01144
18:29:53:510099,2.01144
18:29:53:781874,2.01144
18:29:54:060929,2.01144
18:29:54:364237,2.01144
18:29:54:595668,2.01144
18:29:54:867399,2.01144
18:29:55:146012,2.01144
18:29:55:439138,2.01144
18:29:55:687611,2.01144
18:29:55:957224,2.01144
18:29:56:236771,2.01144
18:29:56:487306,2.0163699999999998
18:29:56:791887,2.0163699999999998
18:29:57:040853,2.01144
18:29:57:344733,2.01144
18:29:57:580222,2.01144
18:29:57:845941,2.01144
18:29:58:125986,2.01144
