time,w
00:39:11:133463,1.6681500000000002
00:39:11:402377,1.28226
00:39:11:675823,1.28226
00:39:11:953542,1.58224
00:39:12:228047,1.58224
00:39:12:486353,0.6786400000000001
00:39:12:759065,0.6786400000000001
00:39:13:039197,0.495
00:39:13:293053,0.495
00:39:13:567690,0.5838300000000001
00:39:13:838391,0.5838300000000001
00:39:14:144550,0.6786400000000001
00:39:14:376525,0.6786400000000001
00:39:14:657762,0.55
00:39:14:919653,0.55
00:39:15:186559,0.485
00:39:15:464064,0.485
00:39:15:735307,0.49
00:39:16:009391,0.49
00:39:16:281334,0.49
00:39:16:554604,0.49
00:39:16:821681,0.6786400000000001
00:39:17:088329,0.6786400000000001
00:39:17:363446,0.6387200000000001
00:39:17:633453,0.6387200000000001
00:39:17:903908,0.515
00:39:18:186628,0.515
00:39:18:453876,0.495
00:39:18:718876,0.495
00:39:18:985193,0.55
00:39:19:283339,0.55
