time,w
00:34:40:415837,1.1005800000000001
00:34:40:723365,1.52272
00:34:40:946343,1.52272
00:34:41:217804,1.59712
00:34:41:515733,1.59712
00:34:41:766112,1.05078
00:34:42:039319,1.05078
00:34:42:303099,0.9312600000000001
00:34:42:572810,0.9312600000000001
00:34:42:848633,1.31705
00:34:43:115309,1.31705
00:34:43:391942,1.06074
00:34:43:679453,1.06074
00:34:43:941690,1.05078
00:34:44:197617,1.05078
00:34:44:476353,1.03086
00:34:44:764753,1.03086
00:34:45:016749,1.0983699999999998
00:34:45:293493,1.0983699999999998
00:34:45:564758,0.9462
00:34:45:875720,0.9462
00:34:46:108764,0.9462
00:34:46:375519,0.9462
00:34:46:662807,1.03086
00:34:46:911025,1.03086
00:34:47:195612,1.0009800000000002
00:34:47:459393,1.0009800000000002
