time,w
00:36:16:509560,1.6681500000000002
00:36:16:777762,1.5078399999999998
00:36:17:045932,1.5078399999999998
00:36:17:314797,1.45824
00:36:17:588590,1.45824
00:36:17:863616,1.0856400000000002
00:36:18:148557,1.0856400000000002
00:36:18:395945,0.5638700000000001
00:36:18:674772,0.5638700000000001
00:36:18:945120,0.495
00:36:19:215742,0.495
00:36:19:492747,0.49
00:36:19:755049,0.49
00:36:20:028558,0.475
00:36:20:321864,0.475
00:36:20:576329,0.5
00:36:20:834053,0.5
00:36:21:112344,0.73852
00:36:21:425854,0.73852
00:36:21:660465,0.48
00:36:21:929697,0.48
00:36:22:191988,0.515
00:36:22:467369,0.515
00:36:22:729540,0.485
00:36:23:007878,0.485
00:36:23:286939,0.47
00:36:23:555032,0.47
00:36:23:829425,0.5
00:36:24:085999,0.5
00:36:24:360595,0.54
00:36:24:638616,0.54
