time,w
18:22:17:013591,2.1119000000000003
18:22:17:294629,2.1075899999999996
18:22:17:597607,2.1075899999999996
18:22:17:823321,2.1119000000000003
18:22:18:091612,2.1119000000000003
18:22:18:370159,2.107
18:22:18:686402,2.107
18:22:18:906190,2.107
18:22:19:200870,2.107
18:22:19:453465,2.1113
18:22:19:739289,2.1113
18:22:19:981846,2.12052
18:22:20:270276,2.12052
18:22:20:579267,2.1113
18:22:20:803014,2.1113
18:22:21:117181,2.12052
18:22:21:352714,2.12052
18:22:21:660433,2.1113
18:22:21:891333,2.1113
18:22:22:159086,2.12052
18:22:22:450850,2.12052
18:22:22:751516,2.1156
18:22:22:970605,2.1156
18:22:23:240164,2.1156
18:22:23:522035,2.1156
18:22:23:819789,2.1113
18:22:24:063829,2.1113
18:22:24:336887,2.1113
18:22:24:608279,2.1113
18:22:24:922708,2.1113
