time,w
00:35:57:183842,1.59712
00:35:57:437756,1.488
00:35:57:696812,1.488
00:35:57:984471,1.37172
00:35:58:271242,1.37172
00:35:58:523322,1.0856400000000002
00:35:58:782660,1.0856400000000002
00:35:59:059994,0.495
00:35:59:371647,0.495
00:35:59:594222,0.61377
00:35:59:869989,0.61377
00:36:00:138261,0.55389
00:36:00:418702,0.55389
00:36:00:686291,0.6287400000000001
00:36:00:952693,0.6287400000000001
00:36:01:222467,0.54
00:36:01:511770,0.54
00:36:01:776225,0.485
00:36:02:047895,0.485
00:36:02:314209,0.53
00:36:02:580226,0.53
00:36:02:858077,0.54
00:36:03:135367,0.54
00:36:03:434677,0.6836300000000001
00:36:03:661338,0.6836300000000001
00:36:03:939249,0.53
00:36:04:215129,0.53
00:36:04:513039,0.49
00:36:04:745492,0.49
00:36:05:022599,0.505
