time,w
00:37:24:550298,1.58224
00:37:24:820001,1.58224
00:37:25:089726,1.2872299999999999
00:37:25:392607,1.2872299999999999
00:37:25:637923,1.6632000000000002
00:37:25:902350,1.6632000000000002
00:37:26:178318,0.9910200000000001
00:37:26:463121,0.9910200000000001
00:37:26:720842,0.52
00:37:26:980884,0.52
00:37:27:271110,0.495
00:37:27:568314,0.495
00:37:27:794651,0.45999999999999996
00:37:28:073821,0.45999999999999996
00:37:28:344457,0.48
00:37:28:612192,0.48
00:37:28:877264,0.52
00:37:29:155800,0.52
00:37:29:426841,0.57884
00:37:29:694708,0.57884
00:37:29:972797,0.555
00:37:30:243386,0.555
00:37:30:512706,0.56
00:37:30:776964,0.56
00:37:31:057962,0.485
00:37:31:323230,0.485
00:37:31:606932,0.505
00:37:31:867610,0.505
00:37:32:138621,0.535
00:37:32:410619,0.535
00:37:32:707473,0.53
