time,w
01:42:54:154724,1.4296999999999997
01:42:54:426191,1.4296999999999997
01:42:54:692444,1.4296999999999997
01:42:54:984498,1.4296999999999997
01:42:55:234567,1.4346299999999998
01:42:55:510163,1.4346299999999998
01:42:55:768138,0.7156799999999999
01:42:56:082527,0.7156799999999999
01:42:56:312713,0.6958000000000001
01:42:56:582850,0.6958000000000001
01:42:56:865754,0.65736
01:42:57:134644,0.65736
01:42:57:409621,0.5976
01:42:57:679408,0.5976
01:42:57:946050,0.7355599999999999
01:42:58:221749,0.7355599999999999
01:42:58:497851,0.58764
01:42:58:761990,0.58764
01:42:59:032225,0.55278
01:42:59:298461,0.55278
01:42:59:574656,0.58764
01:42:59:847286,0.58764
01:43:00:122833,0.53784
01:43:00:380670,0.53784
01:43:00:658602,0.63246
01:43:00:933431,0.63246
01:43:01:235611,0.80514
01:43:01:464737,0.80514
01:43:01:739285,0.7454999999999999
01:43:02:015510,0.7454999999999999
