time,w
14:39:18:793540,2.1124799999999997
14:39:19:028743,2.1075899999999996
14:39:19:299782,2.1075899999999996
14:39:19:587254,2.12112
14:39:19:912314,2.12112
14:39:20:108075,2.12112
14:39:20:387559,2.12112
14:39:20:669085,2.11621
14:39:20:932385,2.11621
14:39:21:211147,2.11621
14:39:21:469991,2.11621
14:39:21:801022,2.11621
14:39:22:014738,2.11621
14:39:22:286863,2.11621
14:39:22:559999,2.11621
14:39:22:870881,2.12112
14:39:23:090612,2.12112
14:39:23:369642,2.11621
14:39:23:669686,2.11621
14:39:23:963709,2.12112
14:39:24:179910,2.12112
14:39:24:451755,2.12112
14:39:24:725222,2.12112
14:39:25:052557,2.12112
14:39:25:266291,2.12112
14:39:25:530604,2.12112
14:39:25:827033,2.12112
14:39:26:080619,2.11621
14:39:26:346270,2.11621
14:39:26:616447,2.12112
