time,w
14:37:12:421267,2.1027
14:37:12:714436,2.1027
14:37:12:962685,2.1119000000000003
14:37:13:233000,2.1119000000000003
14:37:13:505469,2.1113
14:37:13:781742,2.1113
14:37:14:037464,2.1113
14:37:14:315443,2.1113
14:37:14:607353,2.11621
14:37:14:861659,2.11621
14:37:15:117587,2.1113
14:37:15:398501,2.1113
14:37:15:732305,2.11621
14:37:15:936376,2.11621
14:37:16:212830,2.1113
14:37:16:477115,2.1113
14:37:16:782654,2.1113
14:37:17:021419,2.1113
14:37:17:293187,2.1113
14:37:17:612355,2.1113
14:37:17:882040,2.11621
14:37:18:099259,2.11621
14:37:18:380914,2.11621
14:37:18:675551,2.11621
14:37:18:919671,2.1113
14:37:19:184180,2.1113
14:37:19:460275,2.1113
14:37:19:781812,2.1113
14:37:19:995636,2.1113
14:37:20:273906,2.1113
14:37:20:534352,2.11621
