time,w
01:45:39:093475,1.4296999999999997
01:45:39:362124,1.4296999999999997
01:45:39:632971,1.4296999999999997
01:45:39:889735,1.4296999999999997
01:45:40:171142,1.4296999999999997
01:45:40:437535,1.4296999999999997
01:45:40:722784,0.6474000000000001
01:45:40:975011,0.6474000000000001
01:45:41:258635,0.8647799999999999
01:45:41:518501,0.8647799999999999
01:45:41:814236,0.5478000000000001
01:45:42:060246,0.5478000000000001
01:45:42:346778,0.58764
01:45:42:611224,0.58764
01:45:42:915296,0.53784
01:45:43:149973,0.53784
01:45:43:418485,0.58764
01:45:43:687424,0.58764
01:45:43:968743,0.5478000000000001
01:45:44:260762,0.5478000000000001
01:45:44:507458,0.5478000000000001
01:45:44:772647,0.5478000000000001
01:45:45:049219,0.5826600000000001
01:45:45:327450,0.5826600000000001
01:45:45:583475,0.6523800000000001
01:45:45:863337,0.6523800000000001
01:45:46:131509,0.7952
01:45:46:409689,0.7952
01:45:46:682312,1.00688
01:45:46:961896,1.00688
01:45:47:222086,0.63246
