time,w
01:45:00:298248,1.4296999999999997
01:45:00:525868,1.4296999999999997
01:45:00:801481,1.4346299999999998
01:45:01:073566,1.4346299999999998
01:45:01:341419,1.4346299999999998
01:45:01:611936,1.4346299999999998
01:45:01:877919,0.71071
01:45:02:144960,0.71071
01:45:02:428956,0.6523800000000001
01:45:02:699881,0.6523800000000001
01:45:02:964768,0.8399300000000001
01:45:03:238158,0.8399300000000001
01:45:03:504253,0.59262
01:45:03:772057,0.59262
01:45:04:056470,0.58764
01:45:04:338095,0.58764
01:45:04:582913,0.91264
01:45:04:871302,0.91264
01:45:05:126250,0.59262
01:45:05:438014,0.59262
01:45:05:681488,0.51792
01:45:05:951709,0.51792
01:45:06:219137,0.6374400000000001
01:45:06:536199,0.6374400000000001
01:45:06:754324,0.6523800000000001
01:45:07:037057,0.6523800000000001
01:45:07:302694,0.78526
01:45:07:582767,0.78526
01:45:07:843461,0.9672000000000001
01:45:08:109942,0.9672000000000001
01:45:08:410247,0.55776
