time,w
01:07:42:447856,1.2077099999999998
01:07:42:724489,1.62688
01:07:42:990777,1.62688
01:07:43:305685,1.58224
01:07:43:537815,1.58224
01:07:43:807725,0.9760800000000002
01:07:44:079869,0.9760800000000002
01:07:44:346202,0.88146
01:07:44:621364,0.88146
01:07:44:917021,0.62375
01:07:45:152309,0.62375
01:07:45:429285,0.54
01:07:45:706928,0.54
01:07:45:968959,0.49
01:07:46:238231,0.49
01:07:46:516322,0.44999999999999996
01:07:46:783710,0.44999999999999996
01:07:47:054708,0.5650000000000001
01:07:47:349478,0.5650000000000001
01:07:47:597341,0.5750000000000001
01:07:47:875955,0.5750000000000001
01:07:48:147674,0.485
01:07:48:450876,0.485
01:07:48:690223,0.485
01:07:48:949903,0.485
01:07:49:232740,0.485
01:07:49:494655,0.485
01:07:49:774264,0.5750000000000001
01:07:50:043740,0.5750000000000001
01:07:50:304380,0.46499999999999997
01:07:50:586220,0.46499999999999997
