time,w
01:04:09:322437,1.6681500000000002
01:04:09:596252,1.54256
01:04:09:876259,1.54256
01:04:10:125354,1.59216
01:04:10:407604,1.59216
01:04:10:668909,0.73852
01:04:10:939103,0.73852
01:04:11:218079,0.87648
01:04:11:524345,0.87648
01:04:11:780690,0.46499999999999997
01:04:12:026463,0.46499999999999997
01:04:12:299571,0.55888
01:04:12:627757,0.55888
01:04:12:847569,0.5850000000000001
01:04:13:120055,0.5850000000000001
01:04:13:391357,0.475
01:04:13:663511,0.475
01:04:13:928711,0.6287400000000001
01:04:14:206964,0.6287400000000001
01:04:14:466284,0.48
01:04:14:739847,0.48
01:04:15:007071,0.61377
01:04:15:281523,0.61377
01:04:15:565583,0.63373
01:04:15:834597,0.63373
01:04:16:100086,0.48
01:04:16:372938,0.48
01:04:16:660609,0.485
01:04:16:919849,0.485
01:04:17:183143,0.485
