time,w
01:05:36:327098,1.6335000000000002
01:05:36:586127,1.6335000000000002
01:05:36:887957,1.6566400000000001
01:05:37:135944,1.6566400000000001
01:05:37:396025,1.14807
01:05:37:671421,1.14807
01:05:37:995431,0.75848
01:05:38:216556,0.75848
01:05:38:493706,0.64371
01:05:38:763494,0.64371
01:05:39:031776,0.52
01:05:39:298816,0.52
01:05:39:576196,0.48
01:05:39:849715,0.48
01:05:40:109146,0.46499999999999997
01:05:40:388376,0.46499999999999997
01:05:40:658386,0.48
01:05:40:927440,0.48
01:05:41:206073,0.535
01:05:41:473674,0.535
01:05:41:746936,0.605
01:05:42:046474,0.605
01:05:42:277234,0.515
01:05:42:563331,0.515
01:05:42:824742,0.48
01:05:43:132643,0.48
01:05:43:371374,0.505
01:05:43:643790,0.505
01:05:43:917942,0.485
01:05:44:177242,0.485
01:05:44:453354,0.46499999999999997
