time,w
15:50:51:317239,1.5498
15:50:51:535812,1.5498
15:50:51:807341,1.5498
15:50:52:077982,1.5498
15:50:52:375363,1.5498
15:50:52:620056,1.5498
15:50:52:892750,1.5498
15:50:53:158375,1.5498
15:50:53:471921,1.5498
15:50:53:696780,1.55472
15:50:53:976396,1.55472
15:50:54:240261,1.55472
15:50:54:544790,1.55472
15:50:54:790493,1.5498
15:50:55:057546,1.5498
15:50:55:323727,1.55472
15:50:55:622608,1.55472
15:50:55:860227,1.5498
15:50:56:138136,1.5498
15:50:56:450225,1.55472
15:50:56:673957,1.55472
15:50:56:952535,1.55472
15:50:57:226828,1.55472
15:50:57:521816,1.55472
15:50:57:760473,1.55472
15:50:58:037189,1.55472
15:50:58:333801,1.55472
15:50:58:624592,1.55472
15:50:58:850755,1.55472
15:50:59:120399,1.5498
