time,w
01:04:28:550927,1.6681500000000002
01:04:28:818748,1.6681500000000002
01:04:29:091538,1.6681500000000002
01:04:29:358921,1.6681500000000002
01:04:29:628053,1.0209
01:04:29:907553,1.0209
01:04:30:172586,0.62375
01:04:30:436000,0.62375
01:04:30:720042,0.495
01:04:31:023410,0.495
01:04:31:257034,0.49
01:04:31:533328,0.49
01:04:31:803863,0.51
01:04:32:092963,0.51
01:04:32:346133,0.505
01:04:32:610160,0.505
01:04:32:904136,0.60379
01:04:33:188209,0.60379
01:04:33:416369,0.48
01:04:33:689258,0.48
01:04:33:968141,0.505
01:04:34:237514,0.505
01:04:34:509015,0.45999999999999996
01:04:34:787289,0.45999999999999996
01:04:35:058995,0.61377
01:04:35:322399,0.61377
01:04:35:593817,0.46499999999999997
01:04:35:857782,0.46499999999999997
01:04:36:154300,0.475
01:04:36:404087,0.475
01:04:36:685166,0.485
