time,w
15:50:21:873176,1.55472
15:50:22:113385,1.55472
15:50:22:380267,1.55472
15:50:22:654305,1.55472
15:50:22:968403,1.55472
15:50:23:186005,1.55472
15:50:23:465351,1.55472
15:50:23:779456,1.55472
15:50:24:045984,1.55472
15:50:24:284137,1.55472
15:50:24:554326,1.5498
15:50:24:828801,1.5498
15:50:25:082357,1.55472
15:50:25:362981,1.55472
15:50:25:633164,1.5498
15:50:25:913525,1.5498
15:50:26:169875,1.55472
15:50:26:441358,1.55472
15:50:26:718056,1.55472
15:50:27:044350,1.55472
15:50:27:260291,1.55472
15:50:27:524043,1.55472
15:50:27:801872,1.55472
15:50:28:120801,1.55472
15:50:28:344548,1.55472
15:50:28:612953,1.55472
15:50:28:906968,1.55472
15:50:29:209620,1.55472
15:50:29:425924,1.55472
15:50:29:696679,1.55472
15:50:29:974311,1.5498
