time[ms],user,nice,system,idle,iowait,irq,softirq,steal,cpu_scaling_freq
0,,,,,,,,,1996.0
100,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1996.0
200,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996.0
300,,,,,,,,,
400,,,,,,,,,1996.0
500,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1996.0
600,,,,,,,,,
700,,,,,,,,,1996.0
800,6.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1996.0
900,,,,,,,,,
1000,,,,,,,,,1996.0
1100,6.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,825.0
1200,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1996.0
1300,,,,,,,,,
1400,,,,,,,,,1996.0
1500,1.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,1843.0
1600,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1996.0
1700,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1996.0
1800,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1996.0
1900,,,,,,,,,
2000,,,,,,,,,1996.0
2100,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1536.0
2200,,,,,,,,,
2300,,,,,,,,,1747.0
2400,,,,,,,,,
2500,,,,,,,,,1996.0
2600,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1843.0
2700,1.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,1747.0
2800,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1996.0
2900,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1747.0
3000,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,825.0
3100,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1996.0
3200,,,,,,,,,
3300,,,,,,,,,1996.0
3400,2.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,1363.0
3500,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1536.0
3600,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1536.0
3700,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1996.0
3800,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1132.0
3900,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1996.0
4000,,,,,,,,,
4100,,,,,,,,,1641.5
4200,,,,,,,,,
4300,,,,,,,,,1996.0
4400,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1363.0
4500,,,,,,,,,
4600,,,,,,,,,1132.0
4700,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,1996.0
4800,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1996.0
4900,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1996.0
5000,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1996.0
5100,1.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,1996.0
5200,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1996.0
5300,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,825.0
5400,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1996.0
5500,1.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,1747.0
5600,2.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1363.0
5700,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1996.0
5800,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1996.0
5900,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1996.0
6000,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,825.0
6100,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1996.0
6200,,,,,,,,,
6300,,,,,,,,,825.0
6400,1.0,0.0,2.0,10.0,0.0,1.0,0.0,0.0,825.0
6500,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1843.0
6600,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1996.0
6700,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,1536.0
6800,,,,,,,,,
6900,,,,,,,,,1449.5
7000,0.5,0.0,1.5,11.5,0.0,0.0,0.0,0.0,1843.0
7100,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1996.0
7200,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1996.0
7300,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1996.0
7400,,,,,,,,,
7500,,,,,,,,,1996.0
7600,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1996.0
7700,2.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,825.0
7800,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1996.0
7900,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1843.0
