,time[ms],cpu_load_0,cpu_load_1,cpu_load_2,cpu_load_3,cpu_load_4,cpu_load_5,cpu_load_6,cpu_load_7,cpu_load_8
0,0,,,,,,,,,
1,100,0.9862068965517241,1.0,0.8823529411764706,1.0,,0.8421052631578947,0.9444444444444444,1.0,1.0
2,200,0.9040404040404041,0.9090909090909091,,0.7,,0.7,0.8333333333333334,1.0,1.0
3,300,0.8547008547008547,0.9,,0.75,0.9,0.9230769230769231,0.8,1.0,0.9166666666666666
4,400,0.8590604026845637,,0.9444444444444444,0.7777777777777778,0.8181818181818182,0.8,0.8181818181818182,1.0,0.8181818181818182
5,500,0.8654970760233918,,0.8333333333333334,0.9090909090909091,0.8461538461538461,0.9,0.9166666666666666,,1.0
6,600,0.8452380952380952,0.7272727272727273,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777778,1.0,,0.7272727272727273
7,700,0.8701298701298701,0.75,0.7,0.5454545454545454,0.75,0.9,0.8571428571428571,0.9166666666666666,0.9
8,800,0.7763157894736842,0.7777777777777778,0.875,,0.6666666666666666,0.75,,1.0,0.7272727272727273
9,900,0.7714285714285715,0.7272727272727273,,,,0.9,,1.0,
10,1000,0.8855421686746988,0.8,,0.8571428571428571,,0.6666666666666666,0.9166666666666666,0.9230769230769231,
11,1100,0.8913043478260869,0.8181818181818182,0.9166666666666666,0.9166666666666666,0.9090909090909091,,0.9285714285714286,1.0,0.9090909090909091
12,1200,0.8941176470588236,,0.8333333333333334,,0.9285714285714286,,1.0,,0.9166666666666666
13,1300,0.9052631578947369,,0.7857142857142857,,0.8333333333333334,1.0,,,1.0
14,1400,0.9452054794520548,0.8666666666666667,,0.9333333333333333,0.9,0.8333333333333334,,1.0,0.8888888888888888
15,1500,0.8357142857142857,0.7692307692307693,,0.8181818181818182,0.8333333333333334,,0.9230769230769231,,
16,1600,0.8944099378881988,,0.9166666666666666,0.9285714285714286,,,,,
17,1700,0.9210526315789473,,0.9230769230769231,0.9,,0.8,,1.0,1.0
18,1800,0.896,0.8333333333333334,0.8571428571428571,,0.9090909090909091,0.8181818181818182,0.9230769230769231,,
19,1900,0.8647058823529412,0.8333333333333334,,,,0.9375,0.9166666666666666,,
20,2000,0.8988095238095238,,,1.0,,0.9,0.9166666666666666,0.9285714285714286,0.8666666666666667
21,2100,0.9178082191780822,,0.8666666666666667,0.9333333333333333,0.9166666666666666,,0.8571428571428571,0.9,1.0
22,2200,0.9020979020979021,0.9166666666666666,0.9230769230769231,,0.8333333333333334,,0.9,0.8,0.8333333333333334
23,2300,0.8672985781990521,0.9230769230769231,0.9230769230769231,,0.875,0.8461538461538461,0.8,0.8333333333333334,
24,2400,0.8133333333333334,0.9090909090909091,0.8888888888888888,0.9090909090909091,0.8181818181818182,0.8333333333333334,,0.6363636363636364,
25,2500,0.7923076923076923,0.8333333333333334,0.8888888888888888,0.9090909090909091,0.9090909090909091,0.8888888888888888,,0.6363636363636364,0.2727272727272727
26,2600,0.7206703910614525,0.8333333333333334,,0.7272727272727273,0.8181818181818182,0.6923076923076923,0.9166666666666666,0.1111111111111111,0.2727272727272727
27,2700,0.7251461988304093,,,0.7777777777777778,0.7857142857142857,0.9,,0.5454545454545454,0.6153846153846154
28,2800,0.7761194029850746,,0.875,0.8461538461538461,,,,0.9,0.7692307692307693
29,2900,0.8355263157894737,0.8,,,,,0.7272727272727273,,
30,3000,0.7578125,,,,,0.6875,0.5833333333333334,,
31,3100,0.6605504587155964,,0.65,0.6923076923076923,,1.0,0.9166666666666666,0.6875,1.0
32,3200,0.9464285714285714,0.9285714285714286,,1.0,0.9285714285714286,,0.9166666666666666,1.0,1.0
33,3300,0.9266666666666666,1.0,,0.9230769230769231,0.9090909090909091,,0.8333333333333334,0.9090909090909091,
34,3400,0.9326424870466321,0.9230769230769231,0.9230769230769231,0.9,,0.9333333333333333,,,
35,3500,0.9141104294478528,,0.9375,,,0.9090909090909091,,,0.9166666666666666
36,3600,0.8983050847457628,,0.8888888888888888,,0.9230769230769231,0.8181818181818182,,0.75,0.8461538461538461
37,3700,0.841726618705036,0.9230769230769231,0.7777777777777778,,0.8181818181818182,0.9166666666666666,,0.5,0.6153846153846154
38,3800,0.7696078431372549,0.7692307692307693,,,0.8,0.9,0.8333333333333334,0.5833333333333334,
39,3900,0.819672131147541,,,0.9166666666666666,0.8333333333333334,0.7,0.75,0.6666666666666666,
40,4000,0.806060606060606,,0.8421052631578947,0.7333333333333333,0.8888888888888888,0.7272727272727273,0.8181818181818182,0.7692307692307693,0.8333333333333334
41,4100,0.76,0.8461538461538461,0.8,0.9,,,,,0.8181818181818182
42,4200,0.73125,0.9090909090909091,0.8,0.9090909090909091,,,,,0.125
43,4300,0.7666666666666667,0.8888888888888888,0.9090909090909091,0.6,0.6666666666666666,0.7272727272727273,0.9090909090909091,0.5714285714285714,0.6
44,4400,0.6861313868613139,0.9230769230769231,,,0.9,0.9166666666666666,0.875,0.2222222222222222,0.2
45,4500,0.7919463087248322,0.9090909090909091,,,0.9166666666666666,0.7777777777777778,0.7272727272727273,0.75,0.6363636363636364
46,4600,0.8012820512820513,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.7777777777777778,0.6923076923076923,0.9166666666666666,0.6666666666666666,0.8181818181818182
47,4700,0.7784090909090909,0.8571428571428571,0.6,0.9,0.6666666666666666,,0.75,1.0,0.6
48,4800,0.8055555555555556,,0.9090909090909091,0.8461538461538461,0.8571428571428571,,0.6666666666666666,,
49,4900,0.8012820512820513,,0.8333333333333334,,0.8888888888888888,0.7333333333333333,0.6363636363636364,,
50,5000,0.7733333333333333,0.9090909090909091,,,0.6666666666666666,,,0.6923076923076923,0.5714285714285714
51,5100,0.6329113924050633,0.8571428571428571,,0.8181818181818182,0.7,,,0.42857142857142855,0.2
52,5200,0.6491228070175439,0.8888888888888888,0.7692307692307693,0.9090909090909091,0.7777777777777778,1.0,0.7931034482758621,0.4375,
53,5300,0.8222222222222222,0.8461538461538461,0.9090909090909091,0.7272727272727273,0.8,0.6,0.8,,
54,5400,0.7522935779816514,0.875,0.7692307692307693,0.9166666666666666,0.7777777777777778,0.8,,,0.6153846153846154
55,5500,0.6541353383458647,0.8333333333333334,0.8888888888888888,0.6666666666666666,,,,0.18181818181818182,0.25
56,5600,0.6691729323308271,,0.8461538461538461,,,,0.7857142857142857,0.3,0.36363636363636365
57,5700,0.6845238095238095,,,,0.8571428571428571,0.7692307692307693,0.7777777777777778,0.4,0.42857142857142855
58,5800,0.6887417218543046,0.8333333333333334,,0.8666666666666667,0.6363636363636364,0.7272727272727273,0.8461538461538461,0.4,0.0
59,5900,0.7361963190184049,0.8888888888888888,0.8333333333333334,0.8,0.9,0.7333333333333333,0.7272727272727273,0.5555555555555556,0.4
