,time[ms],pmodel
0,0,1.5144579658769337
1,100,1.5144579658769337
2,200,1.4838470828232837
3,300,1.4886795609176895
4,400,1.4542473858318306
5,500,1.3150584953133104
6,600,1.2365937190563612
7,700,1.2725407887675653
8,800,1.2656072327583527
9,900,1.0385836869290084
10,1000,1.1883060433475805
11,1100,1.2082600913138268
12,1200,1.0815533938973103
13,1300,1.022544627008175
14,1400,1.0805000247879262
15,1500,1.095391525502234
16,1600,0.9553245464787771
17,1700,0.9429243741467144
18,1800,1.0661142117236713
19,1900,1.2705866547376132
20,2000,1.1244850293735293
21,2100,0.6290053918695987
22,2200,0.7296180577209977
23,2300,0.6957488357728424
24,2400,0.8009859068908892
25,2500,0.7504828813437923
26,2600,0.8189438749060548
27,2700,1.1735830088844685
28,2800,0.9526217354059489
29,2900,1.079576836360348
30,3000,0.9017435613977273
31,3100,1.1007330291011854
32,3200,0.9665875131659575
33,3300,0.8054609597552097
34,3400,0.8111039398941996
35,3500,0.7373692645941402
36,3600,1.1368252900735496
37,3700,0.9660663880684314
38,3800,1.0151767118485169
39,3900,0.8300718089125876
40,4000,1.0205598227874368
41,4100,1.1760139886994119
42,4200,1.1076508682358037
43,4300,1.3449147801634362
44,4400,0.9895518897817003
45,4500,0.8147464117227137
46,4600,0.9974221379149527
47,4700,1.0693672834486398
48,4800,0.9613356110168222
49,4900,1.071857262889215
50,5000,0.7918688633499278
51,5100,1.1729976436767675
52,5200,1.204813924406157
53,5300,1.1800845929739423
54,5400,1.0229497237092353
55,5500,1.144707116215618
56,5600,0.9684472603277389
57,5700,0.9611032158755376
58,5800,0.9370833681062289
59,5900,1.2205895519033758
60,6000,1.1912721673412698
61,6100,1.173668077253788
62,6200,1.1508619273008098
63,6300,1.181442491792863
64,6400,1.06327826744411
65,6500,0.8749902820060377
66,6600,0.8529427021863912
67,6700,0.9080204248129313
68,6800,1.0553778184160838
69,6900,1.1286682333317701
70,7000,1.065217079466675
71,7100,0.9690553696646719
72,7200,0.9770985296474187
73,7300,1.243838819318182
74,7400,1.0945795083415892
75,7500,0.9778556830151516
76,7600,1.0779637706168264
77,7700,0.9742343529619409
78,7800,1.0653178480464205
79,7900,1.1305409076419024
80,8000,
