time,w
18:39:31:896679,2.01144
18:39:32:165467,2.01144
18:39:32:429400,2.01144
18:39:32:780604,2.01144
18:39:32:965761,2.01144
18:39:33:238161,2.01144
18:39:33:522868,2.01144
18:39:33:836301,2.01144
18:39:34:062037,2.01144
18:39:34:331898,2.01144
18:39:34:642328,2.0163699999999998
18:39:34:877246,2.0163699999999998
18:39:35:143236,2.01144
18:39:35:412045,2.01144
18:39:35:691983,2.01144
18:39:35:963128,2.01144
18:39:36:226474,2.0163699999999998
18:39:36:496365,2.0163699999999998
18:39:36:807065,2.01144
18:39:37:033294,2.01144
18:39:37:304804,2.01144
18:39:37:581089,2.01144
18:39:37:888380,2.01144
18:39:38:122197,2.01144
18:39:38:388248,2.0163699999999998
18:39:38:672743,2.0163699999999998
18:39:39:005604,2.01144
18:39:39:207214,2.01144
18:39:39:468513,2.01144
18:39:39:798851,2.01144
18:39:40:018137,2.01144
