time,w
00:30:15:868105,2.01144
00:30:16:158850,2.01144
00:30:16:405659,1.99665
00:30:16:680423,1.99665
00:30:16:946822,1.7784
00:30:17:233993,1.7784
00:30:17:496590,1.26735
00:30:17:758246,1.26735
00:30:18:033237,1.5624
00:30:18:336372,1.5624
00:30:18:569524,1.2474699999999999
00:30:18:851348,1.2474699999999999
00:30:19:113904,1.2226199999999998
00:30:19:381351,1.2226199999999998
00:30:19:660122,1.2325599999999999
00:30:19:964369,1.2325599999999999
00:30:20:199041,1.25244
00:30:20:471048,1.25244
00:30:20:741855,1.26238
00:30:21:006502,1.26238
00:30:21:286514,1.2425
00:30:21:562743,1.2425
00:30:21:828896,1.27232
00:30:22:094979,1.27232
00:30:22:389732,1.584
00:30:22:639495,1.584
00:30:22:919132,1.25244
00:30:23:181633,1.25244
00:30:23:501993,1.2325599999999999
00:30:23:726097,1.2325599999999999
