time,w
00:29:27:297581,2.00244
00:29:27:565687,1.97292
00:29:27:830194,1.97292
00:29:28:110667,2.00158
00:29:28:368205,2.00158
00:29:28:645734,1.98679
00:29:28:922875,1.98679
00:29:29:193804,1.50288
00:29:29:478293,1.50288
00:29:29:729269,1.52272
00:29:30:020527,1.52272
00:29:30:271995,1.29717
00:29:30:561343,1.29717
00:29:30:819289,1.2226199999999998
00:29:31:093720,1.2226199999999998
00:29:31:359206,1.2922
00:29:31:684656,1.2922
00:29:31:895633,1.29717
00:29:32:175864,1.29717
00:29:32:451585,1.25244
00:29:32:722333,1.25244
00:29:32:993952,1.26238
00:29:33:257357,1.26238
00:29:33:530573,1.42848
00:29:33:797821,1.42848
00:29:34:069107,1.30711
00:29:34:350544,1.30711
00:29:34:634738,1.30214
00:29:34:887353,1.30214
00:29:35:154124,1.25741
