,time,VSZ,RSS
0,20:32:29:813839,,
1,20:32:29:979116,0.00024060632794653536,0.0021398696624841396
2,20:32:30:083614,0.0,0.0
3,20:32:30:187277,2.863672029285169e-06,-6.47060726649551e-05
4,20:32:30:278033,0.014407092722571013,0.003494354029831337
5,20:32:30:416596,0.0,0.0
6,20:32:30:541569,-0.0003218211690577677,-0.0028695792358536254
7,20:32:30:682357,-0.005879362927821097,-0.006984414408588213
8,20:32:30:814640,0.00017043614609790758,0.000683816346466859
9,20:32:30:958213,0.0,0.0
10,20:32:31:096355,0.0,0.0
11,20:32:31:241978,0.0,0.0
12,20:32:31:392425,0.0,0.0
13,20:32:31:539231,0.0,0.0
14,20:32:31:687958,0.0,0.0
15,20:32:31:825533,0.0,0.0
16,20:32:31:976864,-0.0015450243966168564,-0.02297354462920176
17,20:32:32:123264,0.0,0.0
18,20:32:32:274943,0.0,0.0
19,20:32:32:412873,0.0,0.0
20,20:32:32:555908,0.0,0.0
21,20:32:32:707118,0.0,0.0
22,20:32:32:860123,0.0,0.0
23,20:32:33:004824,0.0,0.0
24,20:32:33:152416,0.0,0.0
25,20:32:33:304975,0.0,0.0
26,20:32:33:478149,0.0,0.0
27,20:32:33:626293,0.0,0.0
28,20:32:33:787925,0.0,0.0
29,20:32:33:941539,0.0,0.0
30,20:32:34:111401,0.0003128964540297652,-0.006194837635303929
31,20:32:34:250166,-0.002414236316483964,0.01521498709742275
32,20:32:34:391476,0.0,0.0
33,20:32:34:536877,0.0,0.0
34,20:32:34:687642,0.0,0.0
35,20:32:34:842888,0.0,0.0
36,20:32:34:982909,0.0,0.0
37,20:32:35:124191,0.0,0.0
38,20:32:35:274176,0.0,0.0
39,20:32:35:422241,0.0,0.0
40,20:32:35:568125,0.0,0.0
41,20:32:35:721338,0.0,0.0
42,20:32:35:877745,0.0,0.0
43,20:32:36:025915,0.0,0.0
44,20:32:36:173113,0.0,0.0
45,20:32:36:321722,0.0,0.0
46,20:32:36:468033,0.0,0.0
47,20:32:36:609717,0.0,0.0
48,20:32:36:760943,0.0,0.0
49,20:32:36:905512,0.0,0.0
50,20:32:37:065164,0.0,0.0
51,20:32:37:211333,0.0,0.0
52,20:32:37:358190,0.0,0.0
53,20:32:37:505763,0.0,0.0
54,20:32:37:644339,0.0,0.0
55,20:32:37:792182,0.0,0.0
56,20:32:37:943673,0.0,0.0
57,20:32:38:096167,0.0,0.0
58,20:32:38:247838,0.0,0.0
59,20:32:38:397698,0.0,0.0
60,20:32:38:541209,0.0,0.0
61,20:32:38:700172,0.0,0.0
62,20:32:38:853102,0.0,0.0
63,20:32:39:014576,0.0,0.0
64,20:32:39:166513,0.0,0.0
65,20:32:39:312125,0.0,0.0
66,20:32:39:464923,0.0,0.0
67,20:32:39:613271,0.0,0.0
