time,w
23:58:27:954606,1.7211199999999998
23:58:28:215231,1.7211199999999998
23:58:28:506249,1.39657
23:58:28:759097,1.39657
23:58:29:030810,0.8333300000000001
23:58:29:304984,0.8333300000000001
23:58:29:626955,0.495
23:58:29:855824,0.495
23:58:30:123264,0.48
23:58:30:386885,0.48
23:58:30:661514,0.525
23:58:30:934380,0.525
23:58:31:207769,0.47
23:58:31:469305,0.47
23:58:31:744714,0.52
23:58:32:015290,0.52
23:58:32:289403,0.77
23:58:32:564990,0.77
23:58:32:838113,0.665
23:58:33:099816,0.665
23:58:33:378262,0.5
23:58:33:679902,0.5
23:58:33:921051,0.505
23:58:34:180730,0.505
23:58:34:467486,0.485
23:58:34:784481,0.485
23:58:35:001913,0.56
23:58:35:270500,0.56
23:58:35:548778,0.54
23:58:35:820824,0.54
23:58:36:085626,0.5
