time,w
00:03:49:197003,1.4412999999999998
00:03:49:456663,1.7260799999999998
00:03:49:728858,1.7260799999999998
00:03:50:005556,1.3894200000000003
00:03:50:280816,1.3894200000000003
00:03:50:566666,0.715
00:03:50:814886,0.715
00:03:51:081250,0.555
00:03:51:360489,0.555
00:03:51:661865,0.54
00:03:51:912082,0.54
00:03:52:180994,0.505
00:03:52:452598,0.505
00:03:52:759853,0.5
00:03:52:996307,0.5
00:03:53:253148,0.47
00:03:53:536051,0.47
00:03:53:804429,0.5700000000000001
00:03:54:094377,0.5700000000000001
00:03:54:351798,0.81337
00:03:54:611484,0.81337
00:03:54:888733,0.56
00:03:55:156998,0.56
00:03:55:428941,0.53
00:03:55:709394,0.53
00:03:55:975634,0.5
00:03:56:239017,0.5
00:03:56:520179,0.5
00:03:56:805314,0.5
00:03:57:057162,0.49
00:03:57:323828,0.49
