time,w
00:03:00:065393,1.79056
00:03:00:347826,1.79056
00:03:00:606390,1.7855999999999999
00:03:00:867652,1.7855999999999999
00:03:01:155305,1.7707199999999998
00:03:01:411437,1.7707199999999998
00:03:01:699924,0.88323
00:03:01:961189,0.88323
00:03:02:237823,0.515
00:03:02:505307,0.515
00:03:02:774496,0.5
00:03:03:049739,0.5
00:03:03:308454,0.51
00:03:03:584100,0.51
00:03:03:885285,0.5800000000000001
00:03:04:123708,0.5800000000000001
00:03:04:403017,0.5850000000000001
00:03:04:675015,0.5850000000000001
00:03:04:986834,0.505
00:03:05:207662,0.505
00:03:05:486885,0.47595
00:03:05:757865,0.47595
00:03:06:032103,0.49
00:03:06:307858,0.49
00:03:06:570323,0.53
00:03:06:849016,0.53
00:03:07:115162,0.55
00:03:07:392772,0.55
00:03:07:653518,0.495
00:03:07:932866,0.495
00:03:08:200952,0.525
