time,w
23:58:08:453004,1.69632
23:58:08:724877,1.69632
23:58:08:984781,1.70471
23:58:09:256287,1.70471
23:58:09:535971,1.0778400000000001
23:58:09:812699,1.0778400000000001
23:58:10:081084,0.54
23:58:10:346502,0.54
23:58:10:624440,0.7000000000000001
23:58:10:893213,0.7000000000000001
23:58:11:165143,0.48
23:58:11:428352,0.48
23:58:11:715308,0.48
23:58:12:001170,0.48
23:58:12:249696,0.5750000000000001
23:58:12:513410,0.5750000000000001
23:58:12:793666,0.595
23:58:13:082345,0.595
23:58:13:332021,0.525
23:58:13:623828,0.525
23:58:13:870112,0.55
23:58:14:172375,0.55
23:58:14:423392,0.525
23:58:14:690084,0.525
23:58:14:958468,0.45999999999999996
23:58:15:229504,0.45999999999999996
23:58:15:496286,0.53
23:58:15:778511,0.53
23:58:16:048790,0.5800000000000001
23:58:16:318091,0.5800000000000001
23:58:16:584694,0.505
