time[ms],cpu_load,cpu_scaling_freq
0,,1708800.0
100,1.0,1708800.0
200,1.0,1708800.0
300,,
400,,1708800.0
500,1.0,1708800.0
600,,
700,,1708800.0
800,1.0,1708800.0
900,,
1000,,1708800.0
1100,0.9411764705882353,1708800.0
1200,0.9230769230769231,1708800.0
1300,0.8181818181818182,1612800.0
1400,0.8571428571428571,1708800.0
1500,0.7,1708800.0
1600,0.875,1708800.0
1700,1.0,1708800.0
1800,0.7916666666666666,1708800.0
1900,0.8846153846153846,1708800.0
2000,0.8571428571428571,1708800.0
2100,0.8888888888888888,1708800.0
2200,0.8571428571428571,1708800.0
2300,0.8571428571428571,1708800.0
2400,0.7777777777777778,1708800.0
2500,0.875,1708800.0
2600,0.875,1708800.0
2700,0.8888888888888888,1708800.0
2800,0.7777777777777778,1708800.0
2900,0.875,1708800.0
3000,0.8636363636363636,1708800.0
3100,0.8571428571428571,1708800.0
3200,0.8888888888888888,1708800.0
3300,1.0,1708800.0
3400,0.8333333333333334,1708800.0
3500,0.8928571428571429,1708800.0
3600,0.8571428571428571,1708800.0
3700,0.875,1516800.0
3800,0.7142857142857143,1708800.0
3900,0.8888888888888888,1708800.0
4000,0.8888888888888888,1708800.0
4100,0.8695652173913043,1708800.0
4200,0.7777777777777778,1708800.0
4300,0.875,1708800.0
4400,0.875,1708800.0
4500,0.92,1708800.0
4600,0.92,1708800.0
4700,0.8571428571428571,1708800.0
4800,0.8888888888888888,1708800.0
4900,0.9583333333333334,1708800.0
5000,0.7916666666666666,1708800.0
5100,0.8888888888888888,1708800.0
5200,0.875,1708800.0
5300,0.875,1708800.0
5400,0.75,1708800.0
5500,0.8888888888888888,1708800.0
5600,0.896551724137931,1708800.0
5700,0.88,1708800.0
5800,0.8888888888888888,1708800.0
5900,0.75,1708800.0
6000,1.0,1708800.0
6100,0.875,1708800.0
6200,0.9,1708800.0
6300,0.8333333333333334,1612800.0
6400,0.9166666666666666,1708800.0
6500,0.7777777777777778,1708800.0
6600,1.0,1708800.0
6700,0.9,1708800.0
6800,0.8333333333333334,1708800.0
6900,0.9230769230769231,1708800.0
7000,0.9166666666666666,1708800.0
7100,0.8888888888888888,1708800.0
7200,0.8333333333333334,1708800.0
7300,0.92,1708800.0
7400,0.9130434782608695,1708800.0
7500,0.8888888888888888,1708800.0
7600,0.8888888888888888,1708800.0
7700,0.7777777777777778,1708800.0
7800,0.8333333333333334,1708800.0
