time,w
01:28:04:023235,1.4247699999999999
01:28:04:333082,1.4247699999999999
01:28:04:580365,1.1187
01:28:04:836377,1.1187
01:28:05:093942,0.77035
01:28:05:380310,0.77035
01:28:05:645789,1.4247699999999999
01:28:05:917849,1.4247699999999999
01:28:06:186494,1.0791
01:28:06:463769,1.0791
01:28:06:728810,0.63246
01:28:06:995288,0.63246
01:28:07:266868,0.5129400000000001
01:28:07:544482,0.5129400000000001
01:28:07:817625,0.5029800000000001
01:28:08:080231,0.5029800000000001
01:28:08:369655,0.47904
01:28:08:628713,0.47904
01:28:08:894740,0.48403
01:28:09:172694,0.48403
01:28:09:473313,0.8449
01:28:09:707203,0.8449
01:28:09:980211,0.47405
01:28:10:258834,0.47405
01:28:10:552329,0.50796
01:28:10:790680,0.50796
01:28:11:064033,0.49302000000000007
01:28:11:337617,0.49302000000000007
01:28:11:620201,0.5029800000000001
01:28:11:876239,0.5029800000000001
01:28:12:145416,0.49900000000000005
