time,w
14:57:01:341456,2.1124799999999997
14:57:01:562567,2.1124799999999997
14:57:01:836776,2.1168
14:57:02:135600,2.1168
14:57:02:378062,2.12112
14:57:02:649111,2.12112
14:57:02:921167,2.12112
14:57:03:199717,2.12112
14:57:03:463105,2.12112
14:57:03:734962,2.12112
14:57:04:005296,2.12112
14:57:04:299101,2.12112
14:57:04:546193,2.12112
14:57:04:812175,2.12112
14:57:05:088661,2.11621
14:57:05:412095,2.11621
14:57:05:628661,2.11621
14:57:05:909857,2.11621
14:57:06:171594,2.11621
14:57:06:502213,2.11621
14:57:06:697374,2.12112
14:57:06:979980,2.12112
14:57:07:282016,2.11621
14:57:07:527065,2.11621
14:57:07:790029,2.12112
14:57:08:069441,2.12112
14:57:08:349275,2.12112
14:57:08:596487,2.12112
14:57:08:874521,2.12112
14:57:09:158196,2.12112
