time,w
01:28:33:397149,1.4296999999999997
01:28:33:644585,1.4346299999999998
01:28:33:907312,1.4346299999999998
01:28:34:191434,0.5229
01:28:34:465877,0.5229
01:28:34:723566,1.4296999999999997
01:28:34:996513,1.4296999999999997
01:28:35:262451,1.0118399999999999
01:28:35:569023,1.0118399999999999
01:28:35:802451,0.5776800000000001
01:28:36:087788,0.5776800000000001
01:28:36:349089,0.48403
01:28:36:658376,0.48403
01:28:36:891195,0.55278
01:28:37:158056,0.55278
01:28:37:436312,0.49302000000000007
01:28:37:706882,0.49302000000000007
01:28:37:984717,0.5029800000000001
01:28:38:252546,0.5029800000000001
01:28:38:535369,0.8927999999999999
01:28:38:789442,0.8927999999999999
01:28:39:069247,0.48403
01:28:39:341193,0.48403
01:28:39:600650,0.6723000000000001
01:28:39:868997,0.6723000000000001
01:28:40:147857,0.5129400000000001
01:28:40:421890,0.5129400000000001
01:28:40:709663,0.49900000000000005
01:28:40:967606,0.49900000000000005
01:28:41:237630,0.50898
