time,w
14:53:37:401138,2.10328
14:53:37:648651,2.10328
14:53:37:932549,2.1119000000000003
14:53:38:190602,2.1119000000000003
14:53:38:493577,2.1119000000000003
14:53:38:729661,2.1119000000000003
14:53:38:995545,2.1119000000000003
14:53:39:275170,2.1119000000000003
14:53:39:568184,2.1119000000000003
14:53:39:843067,2.1119000000000003
14:53:40:084798,2.1119000000000003
14:53:40:354133,2.1119000000000003
14:53:40:643472,2.1119000000000003
14:53:40:888773,2.1119000000000003
14:53:41:166483,2.1119000000000003
14:53:41:438478,2.1119000000000003
14:53:41:711675,2.1119000000000003
14:53:41:967913,2.1119000000000003
14:53:42:249790,2.1119000000000003
14:53:42:555988,2.1119000000000003
14:53:42:794853,2.1119000000000003
14:53:43:054118,2.1119000000000003
14:53:43:334076,2.12112
14:53:43:635712,2.12112
14:53:43:877879,2.11621
14:53:44:153414,2.11621
14:53:44:407157,2.1119000000000003
14:53:44:715993,2.1119000000000003
14:53:44:970462,2.1119000000000003
14:53:45:229986,2.1119000000000003
14:53:45:503908,2.11621
