time,w
14:55:04:602261,2.1124799999999997
14:55:04:879141,2.10816
14:55:05:137878,2.10816
14:55:05:404303,2.12112
14:55:05:687572,2.12112
14:55:05:973383,2.12112
14:55:06:240657,2.12112
14:55:06:492818,2.11621
14:55:06:760461,2.11621
14:55:07:074930,2.12112
14:55:07:310485,2.12112
14:55:07:583117,2.11621
14:55:07:848063,2.11621
14:55:08:144053,2.11621
14:55:08:389368,2.11621
14:55:08:663607,2.11621
14:55:08:941089,2.11621
14:55:09:265287,2.11621
14:55:09:472942,2.11621
14:55:09:746018,2.11621
14:55:10:035153,2.11621
14:55:10:292396,2.12112
14:55:10:559196,2.12112
14:55:10:828209,2.11621
14:55:11:113690,2.11621
14:55:11:364490,2.11621
14:55:11:639152,2.11621
14:55:11:908470,2.11621
14:55:12:211346,2.11621
14:55:12:454141,2.12112
