,time[ms],time_0,csv_load_0,time_1,csv_load_1
1021,7100,7100,0.703125,4700.0,
1022,7200,7200,0.6758620689655173,4800.0,
1023,7300,7300,0.6011235955056179,4900.0,0.6111111111111112
1024,7400,7400,0.6230366492146597,5000.0,0.8
1025,7500,7500,0.6140350877192983,5100.0,0.8
1026,7600,7600,0.5925925925925926,5200.0,0.625
1027,7700,7700,0.625,5300.0,0.8333333333333334
1028,7800,7800,0.7364864864864865,5400.0,
1029,7900,7900,0.7102272727272727,5500.0,
1030,8000,8000,0.6453488372093024,5600.0,0.9285714285714286
1031,0,0,,5700.0,0.7272727272727273
1032,100,100,0.9641025641025641,5800.0,
1033,200,200,0.8805970149253731,5900.0,
1034,300,300,0.8012048192771084,6000.0,0.8461538461538461
1035,400,400,0.837696335078534,6100.0,0.75
1036,500,500,,6200.0,0.625
1037,600,600,,6300.0,0.75
1038,700,700,0.9217877094972068,6400.0,0.7272727272727273
1039,800,800,0.9545454545454546,6500.0,1.0
1040,900,900,0.9382716049382716,6600.0,0.8181818181818182
1041,1000,1000,0.9770114942528736,6700.0,0.7272727272727273
1042,1100,1100,0.6037735849056604,6800.0,0.75
1043,1200,1200,0.8616352201257862,6900.0,0.8
1044,1300,1300,0.9490445859872612,7000.0,
1045,1400,1400,0.8333333333333334,7100.0,
1046,1500,1500,0.7467532467532467,7200.0,0.7272727272727273
1047,1600,1600,0.8516483516483516,7300.0,0.8333333333333334
1048,1700,1700,0.9025974025974026,7400.0,0.75
1049,1800,1800,0.7826086956521741,7500.0,0.8
1050,1900,1900,0.837696335078534,7600.0,0.9
1051,2000,2000,0.9333333333333332,7700.0,0.75
1052,2100,2100,0.7090909090909091,7800.0,0.9
1053,2200,2200,0.4554455445544554,7900.0,
1054,2300,2300,0.7183908045977011,8000.0,
1055,2400,2400,0.75,0.0,
1056,2500,2500,0.69375,100.0,0.9285714285714286
1057,2600,2600,0.921875,200.0,0.6363636363636364
1058,2700,2700,0.5539568345323741,300.0,0.8181818181818182
1059,2800,2800,0.5816993464052288,400.0,0.8
1060,2900,2900,0.7103448275862069,500.0,
1061,3000,3000,0.6770833333333334,600.0,
1062,3100,3100,0.6377952755905512,700.0,0.8571428571428571
1063,3200,3200,0.4310344827586207,800.0,0.9285714285714286
1064,3300,3300,0.6122448979591837,900.0,
1065,3400,3400,0.6030534351145038,1000.0,
1066,3500,3500,0.6296296296296297,1100.0,0.9230769230769232
1067,3600,3600,0.6447368421052632,1200.0,1.0
1068,3700,3700,0.6382978723404256,1300.0,0.9090909090909092
1069,3800,3800,0.6405228758169934,1400.0,0.8
1070,3900,3900,0.6041666666666666,1500.0,0.8181818181818182
1071,4000,4000,0.7411167512690355,1600.0,0.9090909090909092
1072,4100,4100,0.6185567010309279,1700.0,0.8181818181818182
1073,4200,4200,0.6645569620253164,1800.0,0.9230769230769232
1074,4300,4300,0.5766423357664233,1900.0,
1075,4400,4400,0.6086956521739131,2000.0,
1076,4500,4500,0.6442953020134228,2100.0,0.8571428571428571
1077,4600,4600,0.6774193548387096,2200.0,0.8888888888888888
1078,4700,4700,0.605,2300.0,0.875
1079,4800,4800,0.6106870229007634,2400.0,0.9090909090909092
1080,4900,4900,0.6484848484848484,2500.0,0.9230769230769232
1081,5000,5000,0.7480314960629921,2600.0,
1082,5100,5100,0.6052631578947368,2700.0,
1083,5200,5200,0.6447368421052632,2800.0,
1084,5300,5300,0.6459627329192547,2900.0,
1085,5400,5400,0.6173469387755102,3000.0,
1086,5500,5500,0.5974842767295597,3100.0,
1087,5600,5600,0.6101694915254238,3200.0,
1088,5700,5700,0.5257731958762887,3300.0,
1089,5800,5800,0.6097560975609756,3400.0,
1090,5900,5900,0.6842105263157895,3500.0,
1091,6000,6000,0.7132867132867133,3600.0,
1092,6100,6100,0.5920000000000001,3700.0,
1093,6200,6200,0.6394557823129252,3800.0,
1094,6300,6300,0.5179282868525896,3900.0,
1095,6400,6400,0.5645161290322581,4000.0,
1096,6500,6500,0.6482758620689655,4100.0,
1097,6600,6600,0.5847953216374269,4200.0,
1098,6700,6700,0.5818181818181818,4300.0,
1099,6800,6800,0.5902777777777778,4400.0,
1100,6900,6900,0.6785714285714286,4500.0,
1101,7000,7000,0.7027027027027027,4600.0,
1102,7100,7100,0.6666666666666666,4700.0,
1103,7200,7200,0.6684491978609626,4800.0,
1104,7300,7300,,4900.0,
1105,7400,7400,,5000.0,
1106,7500,7500,0.6012269938650306,5100.0,
1107,7600,7600,0.6566265060240963,5200.0,
1108,7700,7700,0.6438356164383562,5300.0,
1109,7800,7800,0.6482758620689655,5400.0,
1110,7900,7900,0.7116564417177914,5500.0,
1111,0,0,,5600.0,
1112,100,100,0.943661971830986,5700.0,
1113,200,200,0.8231707317073171,5800.0,
1114,300,300,0.8661971830985915,5900.0,
1115,400,400,0.8496732026143791,6000.0,
1116,500,500,0.7425149700598802,6100.0,
1117,600,600,0.8378378378378378,6200.0,
1118,700,700,0.8623188405797102,6300.0,
1119,800,800,0.8644067796610171,6400.0,
1120,900,900,0.8926553672316384,6500.0,
1121,1000,1000,0.8304093567251462,6600.0,
1122,1100,1100,0.8251748251748252,6700.0,
1123,1200,1200,0.7777777777777778,6800.0,
1124,1300,1300,0.78,6900.0,
1125,1400,1400,0.7928571428571428,7000.0,
1126,1500,1500,0.6666666666666666,7100.0,
1127,1600,1600,0.8315217391304348,7200.0,
1128,1700,1700,0.8445945945945946,7300.0,
1129,1800,1800,0.7132352941176471,7400.0,
1130,1900,1900,0.7112676056338029,7500.0,
1131,2000,2000,0.9433962264150944,7600.0,
1132,2100,2100,0.8789473684210526,7700.0,
1133,2200,2200,0.7806451612903226,7800.0,
1134,2300,2300,0.5368421052631579,7900.0,
1135,2400,2400,0.7591240875912408,8000.0,
1136,2500,2500,0.7512690355329951,8100.0,
1137,2600,2600,0.7123287671232876,8200.0,
1138,2700,2700,0.6507936507936508,8300.0,
1139,2800,2800,0.575,8400.0,
1140,2900,2900,0.8558139534883721,8500.0,
1141,3000,3000,0.6502242152466368,8600.0,
1142,3100,3100,0.6532258064516129,8700.0,
1143,3200,3200,0.6644736842105263,8800.0,
1144,3300,3300,0.5666666666666667,8900.0,
1145,3400,3400,0.4827586206896552,9000.0,
1146,3500,3500,0.6363636363636364,9100.0,
1147,3600,3600,0.6985294117647058,9200.0,
1148,3700,3700,0.6917808219178082,9300.0,
1149,3800,3800,0.6711409395973155,9400.0,
1150,3900,3900,0.6649484536082474,0.0,
1151,4000,4000,0.6477987421383647,100.0,0.9285714285714286
1152,4100,4100,0.6298701298701299,200.0,
1153,4200,4200,0.6474358974358975,300.0,
1154,4300,4300,0.6060606060606061,400.0,
1155,4400,4400,,500.0,
1156,4500,4500,,600.0,
1157,4600,4600,0.7177033492822966,700.0,
1158,4700,4700,0.6929133858267716,800.0,0.9333333333333332
1159,4800,4800,0.64,900.0,0.8181818181818182
1160,4900,4900,0.5947368421052631,1000.0,
1161,5000,5000,0.6475409836065574,1100.0,
1162,5100,5100,0.6304347826086957,1200.0,0.9375
1163,5200,5200,0.6073619631901841,1300.0,0.9090909090909092
1164,5300,5300,0.6390243902439025,1400.0,
1165,5400,5400,0.625,1500.0,
1166,5500,5500,0.6217948717948718,1600.0,
1167,5600,5600,0.6917808219178082,1700.0,
1168,5700,5700,0.6630434782608695,1800.0,0.9333333333333332
1169,5800,5800,0.5846153846153846,1900.0,
1170,5900,5900,0.6219512195121951,2000.0,
1171,6000,6000,0.6363636363636364,2100.0,
1172,6100,6100,0.5986842105263158,2200.0,
1173,6200,6200,0.6358024691358025,2300.0,0.8461538461538461
1174,6300,6300,0.6466666666666666,2400.0,
1175,6400,6400,0.55625,2500.0,
1176,6500,6500,0.5578947368421052,2600.0,0.6666666666666666
1177,6600,6600,0.6611111111111111,2700.0,
1178,6700,6700,0.6453488372093024,2800.0,
1179,6800,6800,0.6129032258064516,2900.0,
1180,6900,6900,0.6146788990825688,3000.0,
1181,7000,7000,0.625,3100.0,0.7692307692307693
1182,7100,7100,0.6721311475409836,3200.0,0.9230769230769232
1183,7200,7200,0.6094674556213018,3300.0,
1184,7300,7300,0.5756097560975609,3400.0,
1185,7400,7400,0.6304347826086957,3500.0,0.75
1186,7500,7500,0.5633802816901409,3600.0,
1187,7600,7600,0.6493506493506493,3700.0,
1188,7700,7700,0.6683168316831684,3800.0,0.5454545454545454
1189,7800,7800,0.6594202898550725,3900.0,
1190,7900,7900,0.6933333333338093,4000.0,
1191,8000,8000,0.6493506493501192,4100.0,0.7857142857142857
1192,0,0,,4200.0,0.8333333333333334
1193,100,100,0.9482758620689656,4300.0,0.6923076923076923
1194,200,200,0.9305555555555556,4400.0,
1195,300,300,0.7735849056603774,4500.0,
1196,400,400,0.7664233576642335,4600.0,0.7272727272727273
1197,500,500,0.8807947019867549,4700.0,0.8181818181818182
1198,600,600,0.7783018867924528,4800.0,0.8181818181818182
1199,700,700,0.7643312101910829,4900.0,0.5454545454545454
1200,800,800,0.8979591836734694,5000.0,
1201,900,900,0.7607361963190185,5100.0,
1202,1000,1000,0.6530612244897959,5200.0,0.875
1203,1100,1100,0.8163265306122449,5300.0,0.7
1204,1200,1200,0.7961783439490446,5400.0,0.8
1205,1300,1300,0.7404580152671756,5500.0,0.8333333333333334
1206,1400,1400,0.6832298136645962,5600.0,0.875
1207,1500,1500,0.7320261437908496,5700.0,
1208,1600,1600,0.8511627906976744,5800.0,
1209,1700,1700,0.8632478632478633,5900.0,0.9166666666666666
1210,1800,1800,0.7740112994350282,6000.0,0.8
1211,1900,1900,0.8410596026490066,6100.0,0.7272727272727273
1212,2000,2000,0.8269230769230769,6200.0,0.7857142857142857
1213,2100,2100,0.7486033519553073,6300.0,0.7777777777777778
1214,2200,2200,0.8181818181818182,6400.0,
1215,2300,2300,0.8958333333333334,6500.0,
1216,2400,2400,0.8685714285714285,6600.0,0.8666666666666667
1217,2500,2500,0.7234042553191491,6700.0,0.8888888888888888
1218,2600,2600,0.825503355704698,6800.0,
1219,2700,2700,0.8219895287958116,6900.0,
1220,2800,2800,0.7986111111111112,7000.0,0.6875
1221,2900,2900,0.6916666666666667,7100.0,
1222,3000,3000,0.6447368421052632,7200.0,
1223,3100,3100,0.7671232876712328,7300.0,0.8333333333333334
1224,3200,3200,0.943661971830986,7400.0,0.6923076923076923
1225,3300,3300,0.38333333333333336,7500.0,0.8461538461538461
1226,3400,3400,0.631578947368421,7600.0,0.7
1227,3500,3500,0.6428571428571429,7700.0,
1228,3600,3600,0.6600790514026814,7800.0,
1229,3700,3700,0.6692607003698526,7900.0,
1230,3800,3800,0.6268656716417911,8000.0,
1231,3900,3900,0.654320987654321,0.0,
1232,4000,4000,0.6467065868263473,100.0,0.8823529411764706
1233,4100,4100,0.6227544910179641,200.0,0.7857142857142857
1234,4200,4200,0.6582278481012658,300.0,0.8571428571428571
1235,4300,4300,0.5909090909090909,400.0,0.8
1236,4400,4400,0.6335078534031413,500.0,
1237,4500,4500,0.6643356643356644,600.0,
1238,4600,4600,0.6956521739130435,700.0,
1239,4700,4700,0.6493506493506493,800.0,
1240,4800,4800,0.6211180124223602,900.0,0.8571428571428571
1241,4900,4900,0.6134020618556701,1000.0,0.75
1242,5000,5000,0.6228571428571429,1100.0,0.9
1243,5100,5100,0.6516129032258065,1200.0,0.9230769230769232
1244,5200,5200,0.6581196581196581,1300.0,
1245,5300,5300,0.5306122448979592,1400.0,
1246,5400,5400,0.6397849462365591,1500.0,0.9090909090909092
1247,5500,5500,0.6235294117647059,1600.0,0.9090909090909092
1248,5600,5600,0.6363636363636364,1700.0,
1249,5700,5700,0.6178343949044586,1800.0,
1250,5800,5800,0.6153846153846154,1900.0,0.8
1251,5900,5900,0.6124031007751938,2000.0,0.9
1252,6000,6000,0.6129032258064516,2100.0,0.7272727272727273
1253,6100,6100,0.6309523809523809,2200.0,
1254,6200,6200,0.6556291390728477,2300.0,
1255,6300,6300,0.6436781609195402,2400.0,
1256,6400,6400,0.6060606060606061,2500.0,
1257,6500,6500,0.65,2600.0,
1258,6600,6600,0.6620689655172414,2700.0,
1259,6700,6700,0.6494845360824743,2800.0,1.0
1260,6800,6800,0.6620689655172414,2900.0,0.9
1261,6900,6900,0.6258503401360545,3000.0,0.75
1262,7000,7000,0.5847953216374269,3100.0,0.9090909090909092
1263,7100,7100,0.6271186440677966,3200.0,0.8461538461538461
1264,7200,7200,0.6424242424242425,3300.0,0.7777777777777778
1265,7300,7300,0.6032608695652174,3400.0,0.75
1266,7400,7400,0.635036496350365,3500.0,
1267,7500,7500,0.5965909090909091,3600.0,
1268,7600,7600,0.6159420289855072,3700.0,0.7272727272727273
1269,7700,7700,0.6380368098159509,3800.0,0.5384615384615384
1270,7800,7800,0.644808743169399,3900.0,0.8181818181818182
1271,7900,7900,0.6557377049180327,4000.0,0.8
1272,8000,8000,0.6384180790960452,4100.0,0.9166666666666666
1273,0,0,,4200.0,
1274,100,100,0.9466666666666668,4300.0,
1275,200,200,0.9263803680981596,4400.0,0.8333333333333334
1276,300,300,0.8159509202453987,4500.0,0.7
1277,400,400,,4600.0,0.8
1278,500,500,,4700.0,
1279,600,600,0.7272727272727273,4800.0,
1280,700,700,0.8888888888888888,4900.0,0.7333333333333333
1281,800,800,0.875,5000.0,0.8888888888888888
1282,900,900,0.8803827751196173,5100.0,0.9090909090909092
1283,1000,1000,0.8553459119496856,5200.0,0.7
1284,1100,1100,0.8490566037735849,5300.0,0.9285714285714286
1285,1200,1200,0.9514563106796116,5400.0,
1286,1300,1300,0.8554216867469879,5500.0,
1287,1400,1400,0.7428571428571429,5600.0,0.8181818181818182
1288,1500,1500,0.7536231884057971,5700.0,0.8
1289,1600,1600,0.5688073394495413,5800.0,0.6923076923076923
1290,1700,1700,0.8181818181818182,5900.0,
1291,1800,1800,0.943661971830986,6000.0,
1292,1900,1900,0.8461538461538461,6100.0,0.8333333333333334
1293,2000,2000,0.8095238095238095,6200.0,1.0
1294,2100,2100,0.8549222797927462,6300.0,0.7692307692307693
1295,2200,2200,0.8461538461538461,6400.0,0.7142857142857143
1296,2300,2300,0.8297872340425532,6500.0,0.6923076923076923
1297,2400,2400,0.6560509554140127,6600.0,0.8333333333333334
1298,2500,2500,0.6333333333333333,6700.0,0.75
1299,2600,2600,0.7304964538812979,6800.0,
1300,2700,2700,0.8608058608294128,6900.0,
1301,2800,2800,0.9861111111111112,7000.0,0.875
1302,2900,2900,0.7518248175182481,7100.0,0.8571428571428571
1303,3000,3000,0.6462585034013606,7200.0,0.75
1304,3100,3100,0.6237623762376238,7300.0,
1305,3200,3200,0.6951219512195121,7400.0,
1306,3300,3300,0.6338028169014085,7500.0,0.75
1307,3400,3400,0.5901639344262295,7600.0,0.7777777777777778
1308,3500,3500,0.650887573964497,7700.0,0.9090909090909092
1309,3600,3600,0.6356589147286822,7800.0,
1310,3700,3700,0.5727699530516432,7900.0,
1311,3800,3800,0.5942857142857143,8000.0,0.6
1312,3900,3900,0.6265822784810127,0.0,
1313,4000,4000,0.6374269005847953,100.0,0.9230769230769232
1314,4100,4100,,200.0,0.9090909090909092
1315,4200,4200,,300.0,0.8
1316,4300,4300,0.6210526315789474,400.0,0.6
1317,4400,4400,0.6521739130434783,500.0,
1318,4500,4500,0.6802721088435374,600.0,
1319,4600,4600,0.6020408163265306,700.0,0.7222222222222222
1320,4700,4700,0.5142857142857142,800.0,0.9166666666666666
1321,4800,4800,0.6115107913669064,900.0,
1322,4900,4900,0.6347826086956522,1000.0,
1323,5000,5000,0.5185185185185185,1100.0,0.7857142857142857
1324,5100,5100,0.6560509554140127,1200.0,0.8571428571428571
1325,5200,5200,0.7037037037037037,1300.0,
1326,5300,5300,0.6352941176470588,1400.0,
1327,5400,5400,0.6040609137055838,1500.0,0.9230769230769232
1328,5500,5500,0.6294117647058823,1600.0,0.7222222222222222
1329,5600,5600,0.5641025641025641,1700.0,
1330,5700,5700,0.6573426573426573,1800.0,
1331,5800,5800,0.5714285714285714,1900.0,0.9230769230769232
1332,5900,5900,0.6057142857142858,2000.0,1.0
1333,6000,6000,0.6473684210526316,2100.0,0.9
1334,6100,6100,0.7251908396946565,2200.0,0.9090909090909092
1335,6200,6200,0.5882352941176471,2300.0,0.8571428571428571
1336,6300,6300,0.6329113924050633,2400.0,
1337,6400,6400,0.6163522012578616,2500.0,
1338,6500,6500,0.6792452830188679,2600.0,0.8181818181818182
1339,6600,6600,0.6461538461538462,2700.0,0.7692307692307693
1340,6700,6700,0.6346153846153846,2800.0,
1341,6800,6800,0.4166666666666667,2900.0,
1342,6900,6900,0.6862745098039216,3000.0,0.75
1343,7000,7000,0.6711409395973155,3100.0,0.7777777777777778
1344,7100,7100,0.7457627118644068,3200.0,
1345,7200,7200,0.7152777777777778,3300.0,
1346,7300,7300,0.6285714285714286,3400.0,0.6153846153846154
1347,7400,7400,0.6,3500.0,0.6666666666666666
1348,7500,7500,0.6333333333333333,3600.0,0.7777777777777778
1349,7600,7600,0.6026490066225165,3700.0,0.7857142857142857
1350,7700,7700,0.6598639455782312,3800.0,0.8
1351,7800,7800,0.6818181818181818,3900.0,0.875
1352,7900,7900,0.4795081967213114,4000.0,0.6666666666666666
1353,8000,8000,0.6415094339622641,4100.0,0.75
1354,0,0,,4200.0,0.9166666666666666
1355,100,100,0.9354838709677421,4300.0,0.6666666666666666
1356,200,200,0.9444444444444444,4400.0,0.7
1357,300,300,0.825503355704698,4500.0,0.9166666666666666
1358,400,400,0.8321678321678322,4600.0,
1359,500,500,0.8728323699421965,4700.0,
1360,600,600,0.8095238095238095,4800.0,0.5294117647058824
1361,700,700,0.7657657657657657,4900.0,0.8333333333333334
1362,800,800,0.4387755102040816,5000.0,
1363,900,900,0.6703910614525139,5100.0,
1364,1000,1000,0.5649717514124294,5200.0,0.7857142857142857
1365,1100,1100,0.8466666666666667,5300.0,0.7272727272727273
1366,1200,1200,,5400.0,1.0
1367,1300,1300,,5500.0,0.8181818181818182
1368,1400,1400,0.8928571428571429,5600.0,0.875
1369,1500,1500,0.8455882352941176,5700.0,0.6666666666666666
1370,1600,1600,0.9057591623036648,5800.0,0.5714285714285714
1371,1700,1700,,5900.0,0.6666666666666666
1372,1800,1800,,6000.0,0.7
1373,1900,1900,0.6616161616161617,6100.0,0.7777777777777778
1374,2000,2000,0.8181818181818182,6200.0,0.7777777777777778
1375,2100,2100,0.7970297029702971,6300.0,0.7777777777777778
1376,2200,2200,0.7405063291139241,6400.0,0.7692307692307693
1377,2300,2300,0.8611111111111112,6500.0,0.8
1378,2400,2400,0.9454545454545454,6600.0,
1379,2500,2500,0.8783068783068783,6700.0,
1380,2600,2600,0.8321167883211679,6800.0,0.7619047619047619
1381,2700,2700,0.7969924812030075,6900.0,0.8181818181818182
1382,2800,2800,0.8653846153846154,7000.0,0.8
1383,2900,2900,0.51,7100.0,
1384,3000,3000,0.6909090909090909,7200.0,
1385,3100,3100,0.8342541436464088,7300.0,0.75
1386,3200,3200,0.8011695906432749,7400.0,0.8
1387,3300,3300,0.745945945945946,7500.0,0.8333333333333334
1388,3400,3400,0.6503067484662577,7600.0,0.75
1389,3500,3500,0.7647058823529411,7700.0,
1390,3600,3600,0.6974789915966386,7800.0,
1391,3700,3700,0.5561497326203209,7900.0,0.6470588235294118
1392,3800,3800,0.6583850931677019,8000.0,0.9
1393,3900,3900,0.6585365853658537,0.0,
1394,4000,4000,0.4596774193548387,100.0,0.9333333333333332
1395,4100,4100,0.6642335766423357,200.0,0.7777777777777778
1396,4200,4200,0.6923076923076923,300.0,
1397,4300,4300,0.6376811594202898,400.0,
1398,4400,4400,0.6172839506172839,500.0,
1399,4500,4500,0.7181208053691275,600.0,
1400,4600,4600,0.7209302325581395,700.0,0.9285714285714286
1401,4700,4700,0.6178343949044586,800.0,1.0
1402,4800,4800,0.6091370558375635,900.0,0.8333333333333334
1403,4900,4900,0.6411764705882353,1000.0,
1404,5000,5000,0.5964912280701754,1100.0,
1405,5100,5100,0.6728395061728395,1200.0,1.0
1406,5200,5200,0.5902777777777778,1300.0,0.9285714285714286
1407,5300,5300,0.6612903225806451,1400.0,
1408,5400,5400,0.6807228915662651,1500.0,
1409,5500,5500,0.5833333333333334,1600.0,
1410,5600,5600,0.6063829787234043,1700.0,
1411,5700,5700,0.6470588235294118,1800.0,
1412,5800,5800,0.6301369863013698,1900.0,0.8
1413,5900,5900,0.6451612903225806,2000.0,0.9166666666666666
1414,6000,6000,0.5952380952380952,2100.0,0.8181818181818182
1415,6100,6100,0.6119402985074627,2200.0,1.0
1416,6200,6200,0.7016129032258065,2300.0,
1417,6300,6300,0.6725146198830411,2400.0,
1418,6400,6400,0.5862068965517241,2500.0,0.8333333333333334
1419,6500,6500,0.639344262295082,2600.0,0.8235294117647058
1420,6600,6600,0.6788321167883211,2700.0,
1421,6700,6700,0.5476190476190477,2800.0,
1422,6800,6800,0.5961538461538461,2900.0,0.8333333333333334
1423,6900,6900,0.57,3000.0,0.8888888888888888
1424,7000,7000,,3100.0,0.8181818181818182
1425,7100,7100,,3200.0,0.9090909090909092
1426,7200,7200,0.6532258064516129,3300.0,
1427,7300,7300,0.6774193548387096,3400.0,
1428,7400,7400,0.6984126984126984,3500.0,0.8461538461538461
1429,7500,7500,0.6344827586206897,3600.0,
1430,7600,7600,0.7,3700.0,
1431,7700,7700,0.6666666666666666,3800.0,0.6923076923076923
1432,7800,7800,0.6521739130434783,3900.0,0.8
1433,7900,7900,0.5915492957746479,4000.0,
1434,8000,8000,0.5185185185185185,4100.0,
1435,8100,8100,0.6666666666666666,4200.0,0.9285714285714286
1436,0,0,,4300.0,0.7692307692307693
1437,100,100,0.9420289855072465,4400.0,0.9
1438,200,200,0.9447236180904522,4500.0,0.8
1439,300,300,0.8279386711887017,4600.0,
1440,400,400,0.8181818182067784,4700.0,
1441,500,500,0.7924528301886793,4800.0,0.6842105263157895
1442,600,600,0.8727272727272727,4900.0,0.8571428571428571
1443,700,700,0.8235294117647058,5000.0,0.7
1444,800,800,0.9636363636363636,5100.0,0.8181818181818182
1445,900,900,0.828125,5200.0,
1446,1000,1000,0.8181818181818182,5300.0,
1447,1100,1100,0.8387096774193549,5400.0,0.8181818181818182
1448,1200,1200,0.8928571428571429,5500.0,0.8333333333333334
1449,1300,1300,0.8246753246753247,5600.0,0.8125
1450,1400,1400,0.8392857142857143,5700.0,0.8888888888888888
1451,1500,1500,0.7247191011235955,5800.0,0.7777777777777778
1452,1600,1600,0.7559523809523809,5900.0,0.6363636363636364
1453,1700,1700,0.7357142857142858,6000.0,
1454,1800,1800,,6100.0,
1455,1900,1900,,6200.0,0.7692307692307693
1456,2000,2000,0.715,6300.0,0.75
1457,2100,2100,0.8159509202453987,6400.0,0.9090909090909092
1458,2200,2200,0.8345864661654135,6500.0,0.8181818181818182
1459,2300,2300,0.7379310344827587,6600.0,0.9166666666666666
1460,2400,2400,0.6624203821656051,6700.0,0.6363636363636364
1461,2500,2500,0.6392405063291139,6800.0,0.5833333333333334
1462,2600,2600,0.9032258064516128,6900.0,0.7777777777777778
1463,2700,2700,0.7801047120418848,7000.0,
1464,2800,2800,0.7423312883435583,7100.0,
1465,2900,2900,0.675,7200.0,0.8571428571428571
1466,3000,3000,0.4214285714285714,7300.0,0.8888888888888888
1467,3100,3100,0.6585365853658537,7400.0,0.75
1468,3200,3200,0.6312056737588653,7500.0,
1469,3300,3300,0.6590909090909091,7600.0,
1470,3400,3400,0.6506849315068494,7700.0,0.8571428571428571
1471,3500,3500,0.6231884057971014,7800.0,0.75
1472,3600,3600,0.6047904191616766,7900.0,0.6666666666666666
1473,3700,3700,0.6612903225806451,8000.0,0.7272727272727273
1474,3800,3800,0.6573426573426573,0.0,
1475,3900,3900,0.7592592592592593,100.0,1.0
1476,4000,4000,0.680327868852459,200.0,0.75
1477,4100,4100,0.416,300.0,0.9090909090909092
1478,4200,4200,0.6533333333333333,400.0,0.8333333333333334
1479,4300,4300,0.6712328767123288,500.0,
1480,4400,4400,0.6744186046511628,600.0,
1481,4500,4500,0.7258883248730964,700.0,0.9230769230769232
1482,4600,4600,0.5876777251184834,800.0,0.8461538461538461
1483,4700,4700,0.6014492753623188,900.0,
1484,4800,4800,0.65,1000.0,
1485,4900,4900,0.6558441558441559,1100.0,0.8333333333333334
1486,5000,5000,0.6214285714285714,1200.0,0.8666666666666667
1487,5100,5100,0.6802030456852792,1300.0,0.8
1488,5200,5200,0.6689655172413793,1400.0,
1489,5300,5300,0.6567164179104478,1500.0,
1490,5400,5400,0.6263736263736264,1600.0,0.9230769230769232
1491,5500,5500,0.625,1700.0,
1492,5600,5600,0.6689655172413793,1800.0,
1493,5700,5700,0.6055555555555555,1900.0,0.9090909090909092
1494,5800,5800,0.6827956989247311,2000.0,0.9230769230769232
1495,5900,5900,0.7142857142857143,2100.0,0.8461538461538461
1496,6000,6000,0.6206896551724138,2200.0,0.8333333333333334
1497,6100,6100,,2300.0,
1498,6200,6200,,2400.0,
1499,6300,6300,0.6127450980392157,2500.0,0.9090909090909092
1500,6400,6400,0.6148648648648649,2600.0,0.8333333333333334
1501,6500,6500,0.644927536231884,2700.0,0.8666666666666667
1502,6600,6600,0.6688311688311688,2800.0,0.875
1503,6700,6700,0.6513157894736842,2900.0,0.8181818181818182
1504,6800,6800,0.6690140845070423,3000.0,
1505,6900,6900,0.7078651685393258,3100.0,
1506,7000,7000,0.6444444444444445,3200.0,0.9090909090909092
1507,7100,7100,0.625,3300.0,0.7777777777777778
1508,7200,7200,0.4646464646464646,3400.0,0.8461538461538461
1509,7300,7300,0.6666666666666666,3500.0,0.7272727272727273
1510,7400,7400,0.6170212765957447,3600.0,0.9090909090909092
1511,7500,7500,0.6466165413533834,3700.0,0.6666666666666666
1512,7600,7600,0.5909090909090909,3800.0,0.8
1513,7700,7700,0.64375,3900.0,
1514,7800,7800,0.7117647058823531,4000.0,
1515,7900,7900,0.7022900763358778,4100.0,0.8
1516,8000,8000,0.6222222222222222,4200.0,0.8
1517,0,0,,4300.0,0.8333333333333334
1518,100,100,0.9838709677419356,4400.0,0.9090909090909092
1519,200,200,0.9664804469273744,4500.0,1.0
1520,300,300,0.7718120805369127,4600.0,0.8181818181818182
1521,400,400,0.7880794701986755,4700.0,0.8
1522,500,500,,4800.0,0.8888888888888888
1523,600,600,,4900.0,0.75
1524,700,700,0.8834355828220859,5000.0,0.8333333333333334
1525,800,800,0.8627450980392157,5100.0,0.9090909090909092
1526,900,900,0.9078947368421052,5200.0,0.8181818181818182
1527,1000,1000,,5300.0,0.8333333333333334
1528,1100,1100,,5400.0,
1529,1200,1200,0.8358208955223879,5500.0,
1530,1300,1300,0.9104477611940298,5600.0,0.6666666666666666
1531,1400,1400,0.8726415094339622,5700.0,0.8181818181818182
1532,1500,1500,,5800.0,0.8181818181818182
1533,1600,1600,,5900.0,0.8181818181818182
1534,1700,1700,0.4851485148514851,6000.0,0.875
1535,1800,1800,0.8736842105263158,6100.0,0.8888888888888888
1536,1900,1900,0.8415841584158416,6200.0,0.9
1537,2000,2000,0.9875,6300.0,0.8461538461538461
1538,2100,2100,0.9124087591240876,6400.0,0.9
1539,2200,2200,0.8032786885245902,6500.0,0.7272727272727273
1540,2300,2300,0.8306878306878307,6600.0,0.8
1541,2400,2400,0.7668711656441718,6700.0,0.6666666666666666
1542,2500,2500,0.8727272727272727,6800.0,0.7272727272727273
1543,2600,2600,0.6734693877551021,6900.0,0.8461538461538461
1544,2700,2700,,7000.0,
1545,2800,2800,,7100.0,
1546,2900,2900,0.8454106280193237,7200.0,0.8
1547,3000,3000,0.8923076923076924,7300.0,0.7
1548,3100,3100,0.6730769230769231,7400.0,0.8
1549,3200,3200,0.6511627906976745,7500.0,0.9166666666666666
1550,3300,3300,0.6407185628742516,7600.0,0.6363636363636364
