time,w
14:47:10:212660,2.1075899999999996
14:47:10:491732,2.1075899999999996
14:47:10:714663,2.1168
14:47:10:978161,2.1168
14:47:11:278681,2.11621
14:47:11:522278,2.11621
14:47:11:781182,2.11621
14:47:12:062281,2.11621
14:47:12:364648,2.12052
14:47:12:595299,2.12052
14:47:12:864472,2.12112
14:47:13:144935,2.12112
14:47:13:441445,2.12052
14:47:13:673509,2.12052
14:47:13:963083,2.12052
14:47:14:228548,2.12052
14:47:14:527704,2.12052
14:47:14:771217,2.12052
14:47:15:030060,2.12052
14:47:15:307442,2.12052
14:47:15:626732,2.11621
14:47:15:865444,2.11621
14:47:16:125749,2.12052
14:47:16:392531,2.12052
14:47:16:658388,2.11621
14:47:16:934757,2.11621
14:47:17:207407,2.12052
14:47:17:495222,2.12052
14:47:17:744449,2.12052
14:47:18:014157,2.12052
14:47:18:282542,2.11621
