time,w
14:44:45:262067,2.1075899999999996
14:44:45:532185,2.11621
14:44:45:802488,2.11621
14:44:46:149725,2.1119000000000003
14:44:46:339454,2.1119000000000003
14:44:46:615925,2.12052
14:44:46:872907,2.12052
14:44:47:199873,2.12052
14:44:47:415288,2.12052
14:44:47:698181,2.11621
14:44:47:964142,2.11621
14:44:48:280703,2.12052
14:44:48:510473,2.12052
14:44:48:783200,2.12052
14:44:49:047951,2.12052
14:44:49:345107,2.12052
14:44:49:593369,2.12052
14:44:49:862837,2.12052
14:44:50:146601,2.12052
14:44:50:392203,2.1254399999999998
14:44:50:674767,2.1254399999999998
14:44:50:946552,2.1113
14:44:51:269730,2.1113
14:44:51:475819,2.11621
14:44:51:748177,2.11621
14:44:52:028106,2.11621
14:44:52:329364,2.11621
14:44:52:574915,2.11621
14:44:52:840608,2.11621
14:44:53:111023,2.12052
