time,w
01:34:13:944697,1.4247699999999999
01:34:14:214562,1.4326
01:34:14:515611,1.4326
01:34:14:756613,1.4326
01:34:15:015865,1.4326
01:34:15:300178,0.97712
01:34:15:596198,0.97712
01:34:15:832680,0.6673200000000001
01:34:16:112153,0.6673200000000001
01:34:16:382039,0.55278
01:34:16:686099,0.55278
01:34:16:914561,0.55278
01:34:17:193546,0.55278
01:34:17:458357,0.58764
01:34:17:733342,0.58764
01:34:17:997327,0.6374400000000001
01:34:18:271595,0.6374400000000001
01:34:18:543686,0.51896
01:34:18:818180,0.51896
01:34:19:092165,0.75047
01:34:19:357786,0.75047
01:34:19:664402,0.53286
01:34:19:896053,0.53286
01:34:20:178203,0.5976
01:34:20:446206,0.5976
01:34:20:748016,0.56274
01:34:20:984436,0.56274
01:34:21:258325,0.58764
01:34:21:533213,0.58764
01:34:21:826176,0.6374400000000001
01:34:22:078882,0.6374400000000001
