time,w
14:47:49:447428,2.1124799999999997
14:47:49:682905,2.1075899999999996
14:47:49:954332,2.1075899999999996
14:47:50:214454,2.11621
14:47:50:540393,2.11621
14:47:50:764179,2.12052
14:47:51:072573,2.12052
14:47:51:327224,2.12052
14:47:51:570576,2.12052
14:47:51:854214,2.11621
14:47:52:124344,2.11621
14:47:52:419131,2.12052
14:47:52:657976,2.12052
14:47:52:934820,2.12052
14:47:53:203221,2.12052
14:47:53:519902,2.12052
14:47:53:752698,2.12052
14:47:54:005695,2.1156
14:47:54:301899,2.1156
14:47:54:601908,2.12112
14:47:54:836228,2.12112
14:47:55:090976,2.12052
14:47:55:366911,2.12052
14:47:55:692103,2.11621
14:47:55:903479,2.11621
14:47:56:197900,2.12052
14:47:56:466496,2.12052
14:47:56:724443,2.12052
14:47:56:989086,2.12052
14:47:57:264616,2.12052
