time,w
14:47:20:137898,2.1119000000000003
14:47:20:430000,2.1119000000000003
14:47:20:677400,2.1119000000000003
14:47:20:985855,2.1119000000000003
14:47:21:212700,2.12052
14:47:21:529370,2.12052
14:47:21:764058,2.11621
14:47:22:032028,2.11621
14:47:22:331933,2.12052
14:47:22:649660,2.12052
14:47:22:852867,2.12052
14:47:23:123229,2.12052
14:47:23:391706,2.11621
14:47:23:657368,2.11621
14:47:23:923389,2.12052
14:47:24:206967,2.12052
14:47:24:485524,2.12052
14:47:24:743850,2.12052
14:47:25:021232,2.12052
14:47:25:292344,2.12052
14:47:25:587824,2.1254399999999998
14:47:25:831189,2.1254399999999998
14:47:26:119762,2.11621
14:47:26:363628,2.11621
14:47:26:665859,2.12052
14:47:26:915774,2.12052
14:47:27:185150,2.12052
14:47:27:454164,2.12052
14:47:27:755501,2.12052
14:47:28:018855,2.12052
