time,w
14:49:26:838529,2.1168
14:49:27:076818,2.1168
14:49:27:342011,2.1168
14:49:27:600088,2.11621
14:49:27:864738,2.11621
14:49:28:132537,2.11621
14:49:28:403619,2.11621
14:49:28:713282,2.12052
14:49:28:986767,2.12052
14:49:29:231955,2.1254399999999998
14:49:29:491234,2.1254399999999998
14:49:29:818651,2.11621
14:49:30:039804,2.11621
14:49:30:302038,2.11621
14:49:30:581712,2.11621
14:49:30:913658,2.12112
14:49:31:123385,2.12112
14:49:31:393361,2.12112
14:49:31:667693,2.12112
14:49:31:986947,2.11621
14:49:32:205258,2.11621
14:49:32:475101,2.11621
14:49:32:758744,2.11621
14:49:33:013728,2.11621
14:49:33:292786,2.11621
14:49:33:552852,2.12112
14:49:33:828028,2.12112
14:49:34:118575,2.12052
14:49:34:363974,2.12052
14:49:34:641557,2.1254399999999998
