time,w
14:44:15:976943,2.12052
14:44:16:232405,2.1075899999999996
14:44:16:496268,2.1075899999999996
14:44:16:778167,2.1119000000000003
14:44:17:092101,2.1119000000000003
14:44:17:326734,2.11621
14:44:17:585157,2.11621
14:44:17:857707,2.11621
14:44:18:162416,2.11621
14:44:18:398541,2.12052
14:44:18:664398,2.12052
14:44:18:934816,2.12052
14:44:19:235901,2.12052
14:44:19:482490,2.11621
14:44:19:746848,2.11621
14:44:20:042351,2.12052
14:44:20:331428,2.12052
14:44:20:569406,2.11621
14:44:20:836964,2.11621
14:44:21:112070,2.11621
14:44:21:379436,2.11621
14:44:21:648492,2.11621
14:44:21:908760,2.11621
14:44:22:203664,2.12052
14:44:22:458663,2.12052
14:44:22:732386,2.11621
14:44:23:009886,2.11621
14:44:23:303448,2.12052
14:44:23:542662,2.12052
14:44:23:812948,2.11621
14:44:24:075868,2.11621
