time[ms],cpu_load,cpu_scaling_freq,cpu,sitename,w
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
0,,1996.0,7,google,1.0
0,,1996.0,7,google,1.0745248
100,,,7,google,
100,0.9285714285714286,1996.0,7,google,
100,0.8571428571428571,1996.0,7,google,
100,1.0,1996.0,7,google,
100,0.9230769230769232,1996.0,7,google,
100,0.9411764705882352,1996.0,7,google,
100,0.9333333333333332,1996.0,7,google,
100,,,7,google,
100,,,7,google,
100,,,7,google,
100,,,7,google,
100,0.8461538461538461,1996.0,7,google,
100,,,7,google,
100,0.9444444444444444,1996.0,7,google,
100,0.9285714285714286,1996.0,7,google,
100,0.875,1996.0,7,google,
100,0.9285714285714286,1996.0,7,google,
100,,,7,google,
100,1.0,1996.0,7,google,
100,0.8461538461538461,1996.0,7,google,
100,0.9166666666666666,1996.0,7,google,
100,1.0,1996.0,7,google,
100,0.8421052631578947,1996.0,7,google,
100,,,7,google,
100,1.0,1996.0,7,google,
100,0.9285714285714286,1996.0,7,google,
100,0.9285714285714286,1996.0,7,google,
100,0.9375,1996.0,7,google,
100,0.875,1996.0,7,google,
