time,w
19:39:57:931728,1.4412999999999998
19:39:58:145076,1.4412999999999998
19:39:58:414774,1.4412999999999998
19:39:58:685843,1.0458
19:39:58:992406,1.0458
19:39:59:226947,0.60379
19:39:59:497009,0.60379
19:39:59:764399,0.49
19:40:00:100247,0.49
19:40:00:305847,0.52
19:40:00:576992,0.52
19:40:00:849864,0.53
19:40:01:116373,0.53
19:40:01:385188,0.52
19:40:01:656550,0.52
19:40:01:972828,0.6387200000000001
19:40:02:204848,0.6387200000000001
19:40:02:467630,0.51
19:40:02:741931,0.51
19:40:03:048528,0.62375
19:40:03:285877,0.62375
19:40:03:548126,0.58882
19:40:03:830660,0.58882
19:40:04:151358,0.51
19:40:04:369504,0.51
19:40:04:632999,0.54391
19:40:04:948748,0.54391
19:40:05:222497,0.515
19:40:05:446762,0.515
19:40:05:728462,0.6636700000000001
