time,w
23:53:11:923574,1.3419
23:53:12:193004,1.79056
23:53:12:462483,1.79056
23:53:12:736739,1.4562099999999998
23:53:13:015766,1.4562099999999998
23:53:13:266991,0.5
23:53:13:548354,0.5
23:53:13:824524,0.68
23:53:14:098177,0.68
23:53:14:362866,0.53
23:53:14:639070,0.53
23:53:14:905588,0.49
23:53:15:177835,0.49
23:53:15:469019,0.45999999999999996
23:53:15:721615,0.45999999999999996
23:53:15:988356,0.66
23:53:16:263772,0.66
23:53:16:573709,0.725
23:53:16:798832,0.725
23:53:17:078210,0.48
23:53:17:346987,0.48
23:53:17:623660,0.475
23:53:17:889670,0.475
23:53:18:149911,0.5
23:53:18:422334,0.5
23:53:18:703235,0.49
23:53:18:969105,0.49
23:53:19:240598,0.46499999999999997
23:53:19:516031,0.46499999999999997
23:53:19:788286,0.495
23:53:20:065215,0.495
