time,w
19:38:31:279502,1.42848
19:38:31:584417,1.4462699999999997
19:38:31:823254,1.4462699999999997
19:38:32:080063,1.05576
19:38:32:350322,1.05576
19:38:32:654727,0.6387200000000001
19:38:32:904383,0.6387200000000001
19:38:33:172782,0.48
19:38:33:440843,0.48
19:38:33:747734,0.45999999999999996
19:38:33:973679,0.45999999999999996
19:38:34:253203,0.52
19:38:34:523821,0.52
19:38:34:850337,0.51
19:38:35:070158,0.51
19:38:35:354247,0.505
19:38:35:604112,0.505
19:38:35:912446,0.5
19:38:36:147366,0.5
19:38:36:422590,0.525
19:38:36:701175,0.525
19:38:36:963931,0.485
19:38:37:265513,0.485
19:38:37:510127,0.495
19:38:37:797670,0.495
19:38:38:050578,0.49
19:38:38:316261,0.49
19:38:38:595847,0.47
19:38:38:870309,0.47
19:38:39:127951,0.505
