time,w
23:50:46:308370,2.1242
23:50:46:522514,2.1242
23:50:46:797646,2.1242
23:50:47:070227,2.1242
23:50:47:391459,1.8352
23:50:47:613128,1.8352
23:50:47:885309,1.3695000000000002
23:50:48:156473,1.3695000000000002
23:50:48:424592,1.21512
23:50:48:692849,1.21512
23:50:48:968109,1.1703000000000001
23:50:49:241587,1.1703000000000001
23:50:49:511432,1.245
23:50:49:784084,1.245
23:50:50:054734,1.2201000000000002
23:50:50:403948,1.2201000000000002
23:50:50:600875,1.2848400000000002
23:50:50:865976,1.2848400000000002
23:50:51:138448,1.18026
23:50:51:445286,1.18026
23:50:51:685749,1.18524
23:50:51:955516,1.18524
23:50:52:257765,1.2300600000000002
23:50:52:554127,1.2300600000000002
23:50:52:758003,1.1952
23:50:53:037468,1.1952
23:50:53:309143,1.19022
23:50:53:652658,1.19022
23:50:53:854958,1.24998
23:50:54:160844,1.24998
23:50:54:402353,1.18026
