time,w
23:54:10:411490,1.79056
23:54:10:670085,1.79056
23:54:10:963393,1.7855999999999999
23:54:11:212871,1.7855999999999999
23:54:11:486415,0.86327
23:54:11:761836,0.86327
23:54:12:054649,0.595
23:54:12:305183,0.595
23:54:12:579784,0.61
23:54:12:856378,0.61
23:54:13:137070,0.475
23:54:13:396325,0.475
23:54:13:666704,0.48
23:54:13:932638,0.48
23:54:14:203883,0.47093999999999997
23:54:14:475986,0.47093999999999997
23:54:14:751414,0.635
23:54:15:020215,0.635
23:54:15:288928,0.47093999999999997
23:54:15:555200,0.47093999999999997
23:54:15:828823,0.485
23:54:16:105752,0.485
23:54:16:377198,0.46499999999999997
23:54:16:652515,0.46499999999999997
23:54:16:916898,0.495
23:54:17:203883,0.495
23:54:17:452722,0.5700000000000001
23:54:17:725160,0.5700000000000001
23:54:17:995116,0.45999999999999996
23:54:18:336004,0.45999999999999996
23:54:18:537893,0.5
