,time[ms],cpu_load,cpu_scaling_freq
0,0,,
1,100,0.9807692307692308,
2,200,0.940828402366864,
3,300,0.8235294117647058,
4,400,0.9402173913043478,
5,500,0.9594594594594594,
6,600,0.9552238805970148,
7,700,0.9565217391304348,
8,800,0.7179487179487181,
9,900,0.9714285714285714,
10,1000,0.9230769230769232,
11,1100,0.8666666666666667,
12,1200,0.7402597402597403,
13,1300,0.7044025157232704,
14,1400,0.6739130434782609,
15,1500,0.574585635359116,
16,1600,0.578125,
17,1700,0.6111111111111112,
18,1800,0.5634517766497462,
19,1900,0.5029239766081871,
20,2000,0.639344262295082,
21,2100,0.5748502994011976,
22,2200,0.6242038216560509,
23,2300,0.6024096385542169,
24,2400,0.6142857142857143,
25,2500,0.6275862068965518,
26,2600,0.6425120772946861,
27,2700,0.6709677419354839,
28,2800,,
29,2900,,
30,3000,0.4229508196721312,
31,3100,0.656441717791411,
32,3200,0.6640625,
33,3300,0.6473684210526316,
34,3400,0.6567164179104478,
35,3500,0.5792682926829268,
36,3600,0.627906976744186,
37,3700,0.6162790697674418,
38,3800,0.6492537313432836,
39,3900,0.5789473684210527,
40,4000,0.42105263157894735,
41,4100,0.609375,
42,4200,0.6333333333333333,
43,4300,0.6337209302325582,
44,4400,0.6047904191616766,
45,4500,0.6424242424242425,
46,4600,0.7039473684210527,
47,4700,0.6533333333333333,
48,4800,0.64,
49,4900,0.6025641025641025,
50,5000,0.6041666666666666,
51,5100,0.5943396226415094,
52,5200,0.6417112299465241,
53,5300,0.688,
54,5400,0.6513157894736842,
55,5500,0.6451612903225806,
56,5600,0.5942857142857143,
57,5700,0.6132596685082873,
58,5800,0.5972222222222222,
59,5900,0.6299212598425197,
60,6000,0.6222222222222222,
61,6100,0.6231884057971014,
62,6200,0.6075949367088608,
63,6300,0.6568047337278107,
64,6400,0.5848214285714286,
65,6500,0.6013986013986014,
66,6600,0.5703125,
67,6700,0.577922077922078,
68,6800,0.6853146853146853,
69,6900,0.6318681318681318,
70,7000,0.6387096774193548,
